"SURVEY_YEAR","NUM_MALE_GE25","CV_NUM_MALE_GE25","CI_NUM_MALE_GE25","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE95","CV_NUM_MALE_GE95","CI_NUM_MALE_GE95","NUM_MALE_GE78","CV_NUM_MALE_GE78","CI_NUM_MALE_GE78","NUM_MALE_GE102","CV_NUM_MALE_GE102","CI_NUM_MALE_GE102","NUM_MALE_95TO101","CV_NUM_MALE_95TO101","CI_NUM_MALE_95TO101","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_MATURE","CV_NUM_FEMALE_MATURE","CI_NUM_FEMALE_MATURE","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL","GTOTAL","CV_GTOTAL","CI_GTOTAL"
1980,2732740559.843797897336933240230533767644,0.139585118326046770537915372878755108627,747641832.224360297633026841437570261464,2559050107.555484519398784723961755589637,0.1469718689670951610886772938377988271604,737172419.092235880944520172375100724917,194200282.754999473875047427125183990947,0.1644900370315093202680918392431552474182,62610262.93572291082440997711724826415677,511758841.673506069083478832390895833807,0.1713360585310231163016703773711634249662,171858175.987451238519825042160846302222,116202990.604225935610435491249362941152,0.152186334350055850428857865578467765631,34661634.07391940842335779434396798054699,77997292.15077353826461193587582104979561,0.2076413666423107137869415409741855374201,31743110.09970893599998934169410291588383,2753250390.310483993273832151086939580602,0.1396949453995168561898921913209249935865,753845719.373418207824244800735809920316,895748213.007843618974117006626716641577,0.2058038373509268085200530077442720184825,361322902.293009195438076053306476543107,4815290814.387673607491391641857285967677,0.337083636802841157774368519158503245707,3181385250.355139099849925077291127117244,5711039027.395517226465508648484002609253,0.289071402919134851768912488792915048619,3235760204.999301022799930373014766493393,8464289417.706001219739340799570942189856,0.2229277366728546300257152873689889142398,3698372769.56905924061732144608454308074
1981,1879909474.734687970951725249260964474401,0.1504282980974576513691808008421501994755,554271502.408784363442282805633517623729,1781652959.156250622289841698729842221785,0.1575810782612287979151930832501636764949,550279397.006655968469234545460988343562,98375850.88036103447924359762112340659623,0.0966944016057743384396712424362648168549,18644292.30533738180127447361802267689177,380569239.743393016098884637889152592415,0.0965589780956732332613753053874573071634,72024858.69316783100452270818362840162692,47793855.33006352769927679189615121165997,0.0950699596239476313437102279269038140269,8905769.39714379038861570578210625439966,50581995.5502975067799668057249721949362,0.1116051982080460258819480684061855764165,11064618.73273293250266453722567928338928,1880028810.036611656769085296350965628386,0.150417680387608833129523420722120388625,554267562.42846388300946561616810100662,232950182.46084068688590626659242113891,0.2557130910283242921496838746519563612443,116754085.976840466751942492843784779324,2973987511.033788171629837367016966326571,0.1433548228154694711217579386775842713277,835617487.291348813667269065034957641025,3206937693.494628858515743633609387465494,0.1389448847584365126131033810622227582271,873351672.970190907510552386289709812685,5086966503.531240515284828929960353093913,0.1242509657179537384074532976875192750824,1238838581.25173275366856638447714656541
1982,2284985291.772168531834917947301711955472,0.1080704533201875131332030701504857655314,484001216.771087200926594266852309737627,2102011820.729715251638541475325451065301,0.1113304830317461055378338561515999745236,458675263.026947429019288599999626388712,183952101.840270442720897330789796523462,0.1412053629719477386809485691196538733892,50911045.68722384356506345492087232423887,772687666.940175510852746580399480544604,0.1191717874053936691136037869754797881182,180481837.935713883159268697500821732967,81633221.40534315099853447392655752811159,0.139899607705901841854466357370089668443,22384093.07473801030790834630540669729356,102318880.434927291722362856863238995351,0.1488693349565829781166899742106884433814,29855001.62034552101743467999783547792594,2285963922.569985694359438806115247588766,0.1080112507369496796331223172378405382532,483943251.936002385532586745118041448214,81487908.41016780489404060346941611912451,0.2733197722543063028504135660831109677731,43653622.87356779783515781435582548889674,4005791683.22658387388963942057401931746,0.1485057894533414678906856225138754458878,1165971182.354259035981598682326145248747,4087279591.636751678783680024043435436591,0.1457689938799028277093293005921420572752,1167765322.206348793281247389105712173612,6373243514.206737373143118830158683025354,0.1075650089638359674298487274589523533813,1343654471.639340008859896335656901674994
1983,2445193200.087882171604595634106025226082,0.0924320465688648155549690761475858892581,442987855.011173627077483385459335285409,2271433863.378568102359513855378453734606,0.1033910426657855478327031250306576664915,460297994.342923925905685564943460669555,235301156.876898066780850274763442478994,0.1090432313543399515403256341055625974839,50289677.03505201256977739524778041770011,816288643.556885388794866919584831222951,0.0914689410928038032007021863515589341973,146343513.390369761989999696693279606622,106271214.494817927579730417322908901852,0.1168933223705915185168611232953253185999,24347894.85592777898466286325457686000536,129029942.382080139201119857440533577141,0.1107095533136455956290565891899302881766,27998300.6790028202849465037617625271815,2506735020.255466169140364130141896213582,0.0959156176484166236452485009934150893364,471252673.987489619148431645277434801256,200314094.024293223847620316972514097201,0.3708992094669916898519779848256158898841,145620824.672665721526281419388861608211,3203889121.690702756957415891815177254463,0.1613294071724022594706076371682645010107,1013087803.991000488257326237008391158968,3404203215.71499598080503620878769135167,0.1551870377543243862063687973616182288078,1035444897.402688905330247176999343756865,5910938235.970462149945400338929587565243,0.1104222249358630617675001645803378156945,1279289944.889675009303843505671725389801
1984,2375804124.35038836030211982174578753738,0.1257142434695985916107582645942537938966,585397939.524335972010356209462078462503,2153856636.615648506022641756998880198184,0.1552277154370969144854355582463456486928,655302960.358518020245803310820810969203,359650997.147447044110281371282615395369,0.0967918853135436041355809888133622363415,68230144.21484269273880963506506173951995,787168602.679971421812019478961993013061,0.0799256270313571497510019936785140191593,123313290.531244161568502772864859491437,214072941.823413069509230082100521138672,0.1083429995436674336528859289251342089215,45458877.09103975103368459992708582278079,145578055.324033974601051289182094256698,0.0952398451862745512551361497762564324388,27175069.64509661858988303357625197042769,2513507633.763095550132923128281495593551,0.1335727623883851525600785000471618499802,658042869.535019137318284952285237891439,979273377.242906524394120086283636631259,0.2414882449298074970758447544604094626294,463506697.986674580323458671766059243549,1399477440.815632961664345819872761216128,0.1489455163763180804374583658500430110244,408553944.555413449910541104675084002083,2378750818.058539486058465906156397847369,0.1348260032433735570357430733603943037783,628606232.401046767758434167308338411996,4892258451.821635036191389034437893440962,0.1218870591061611664299974562992011793732,1168753870.356408295676045509291468047727
1985,883689783.702859833650625221186066306492,0.0824352043655370868536586223933489927791,142780409.913953729375457726080986399421,710648603.720552307874701727051506969898,0.0984507314747042012805027317572100693266,137129194.721220521618370624305758714379,181050862.412972074304679660169714920438,0.0816523161065810097323331984719867648166,28975115.6082616799968035396556919350042,350546405.968278776038225303931847725241,0.077096789058085252636622716272783943154,52970964.53937235984021279234057561245999,123980841.904404122032042980541459804587,0.0853638326794037291976786717434336032933,20743620.49380715334945477934557121468887,57070020.50856795227263667962825511585061,0.0869012973132552405160398648043374977471,9720539.28698172982495429309782616586997,891699466.133524382179381387221221890331,0.0823368225891758756257295276839912345085,143902613.46196172452306181655447458842,253712129.984654558451160228412188724591,0.1638564959420927308988956835981878062226,81481865.97068889614067716448549713996661,197861733.83262065794553730183650745556,0.1382275840633945994154538658259587053313,53605900.91470405541284560685763958014153,451573863.81727521639669753024869618015,0.1217441025088287944637019487398651466783,107753851.343081366167282096647532880618,1343273329.950799598576078917469918070483,0.0892692576932280704471995809136327467213,235029505.565884270438493703887261436819
1986,2092212475.599228065199692299624885151806,0.1446964481031290351954796136877925478225,593361999.236675140153252331679480268688,1916171454.204365458300195941385489033696,0.1582299259483584882585322108194833069355,594263507.91410568359795844766920542049,182971201.840488224085108431741612043556,0.0978990090419432333948315334570684541792,35108890.71305846699336372853582651338472,369978717.0373786314155267281380064327,0.0783781419695255644230561732126395087683,56836559.04293083464316554516814634302065,125437361.945954044719150547442092288971,0.1038088096722942068286175941098140931722,25522146.33480275807402801849966960015014,57533839.89453417936595788429951975458454,0.0975627129576098623955129523759514322989,11001788.71367986119945017558614114994943,2099142656.044853682385304373127101077252,0.1442089991934001281750451309483337944495,593321912.721112050455054983841144128893,1169460637.155689459887764234835643310589,0.2234211771334124090958783498002683763261,512113253.44244867934790553765607941557,495971820.312676903021638908384857163607,0.1391798489743411445286763598652741207488,135297394.77142897239045066098482057116,1665432457.468366362909403143220500474198,0.1701157615495020835535224308652283135841,555299969.19052016999334484077706544028,3769177139.843050121109493132563323676151,0.142743670060140048961187798246496484482,1054531308.974038244188742115374025394706
1987,7386459633.052271135831416293892563744682,0.1220922709992833128913496554250628818022,1767586077.238013941996311447364287043366,6980620651.178228172625375072670148105725,0.1285386593701347236299627698965369448067,1758668055.344895576997710883042213958846,409945690.176866010519538060958537729228,0.0915257331913900747328011514854431901385,73540336.52969267116845606642029432518932,924276953.136866776426487060044798424262,0.0813953142807470349452292111228698381774,147454353.642732077797383756714470965398,250417907.766934563827183759663724705049,0.0920197129347716933444275961035436854443,45165032.61342132861164678687635174046408,159527782.409931446692354301294813024177,0.1004776588654274580851783530869166848528,31416797.07706473262121633243196998421925,7390566341.355094183144913133628685834942,0.1220181658380562800911724366185590045712,1767495364.974180573207881419870247372266,5236632540.693132185689994247442439525787,0.1596597465872201669420726698322615026583,1638715671.858214511604729081861631408072,3988073105.685835885736380641093951531512,0.1309569130867648521263157200347569587534,1023640856.446530201860673736114821655693,9224705646.378968071426374888536391057273,0.1095433893614736053678153604154940403024,1980590823.837899684667765237114456180775,16615271987.7340622545712880221650768922,0.1065178775097197002396752580589307270457,3468854072.505062265505243412121378005527
1988,6813145129.394873191197215788824928760424,0.0807117901881217666716307295612249405605,1077806234.801687751616377669766030417152,6321269256.3594654767055717447944702442,0.0857149839788228334791177115985181014512,1061981886.34796674344146011366439012956,494313177.254923033858504516283529344332,0.1325179363370021348136996598390164917882,128390509.821857918882988289367955971695,1167758099.846409332390835238284953189513,0.0987159919859524638786456779215967157062,225941742.482899672760988119854670502292,322595051.815481198749464802643921078526,0.1525437674231151419945217587210497907501,96451334.52973754257589070453808191913344,171718125.439441835109039713639608265805,0.1080806779863282422580026713083876165885,36376446.38327101642369326730651148816058,6815582433.614388510564076261077999588555,0.0806814929382231271494834407226333350992,1077787077.335572288545061469345533495177,1682615940.270840406021162579282422356751,0.1370257169652270709949668296401456459399,451900844.961753928539937871317967161802,5467087041.636604516757565113186196988481,0.1243269110692648778181965571503102778868,1332223847.08962969851274094844310222772,7149702981.907444922778727692468619345253,0.097975619898576267666120914827894100428,1372973300.216439029345905064554090154099,13965285415.5218334333428039535466189338,0.0742103315280924170667911120304411789793,2031282182.717805888774503701555979304533
1989,5984970704.972741090866282252896647945484,0.0646717512334225724960577049612368788439,758634731.679784910493137502182550159722,5483111857.965552450395574378265518495542,0.0680834802222093739178858620585738020697,731686301.966400392690410024753554210017,503123882.737191006090758780512744646434,0.0937529489848899695256215916965028752247,92451921.51422567792960854276399166258156,1461996497.271441645648611785323104618386,0.0877018471951518685670204342934223606267,251310795.070952592275844255333741517016,274603322.502358999061912057005069481356,0.0873512762936735619526666689887180322901,47014423.36232604254603308567625823645616,228520560.234832007028846723507675165078,0.1100573896367267850899043312847896783162,49294737.62202527841728615274459448802647,5986235740.702743456486333158778263141963,0.0646440765335031594934819919044763778559,758470375.484377040192753599421909448484,1020417281.014645045669596045739156438901,0.1642780464302106420644732099372840911511,328559028.638677791885345810807543359976,9097076127.086134496943811136977092311798,0.2661948097080104285742326648222123991233,4746325119.155997010286969522509943607018,10117493408.1007795426134071827162487507,0.2398203838930408005813653326504217243384,4755707060.205435784488032643458382119503,16103788871.5215749756566049196060367947,0.1544533764306038268927477886099990529114,4875077746.482897629659537352740774249275
