"SURVEY_YEAR","NUM_MALE_GE25","CV_NUM_MALE_GE25","CI_NUM_MALE_GE25","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE95","CV_NUM_MALE_GE95","CI_NUM_MALE_GE95","NUM_MALE_GE78","CV_NUM_MALE_GE78","CI_NUM_MALE_GE78","NUM_MALE_GE102","CV_NUM_MALE_GE102","CI_NUM_MALE_GE102","NUM_MALE_95TO101","CV_NUM_MALE_95TO101","CI_NUM_MALE_95TO101","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_MATURE","CV_NUM_FEMALE_MATURE","CI_NUM_FEMALE_MATURE","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL","GTOTAL","CV_GTOTAL","CI_GTOTAL"
1980,2732740559.843797897336933240230533767642,0.1393543057251987580052830127510027185867,746405560.350481912006738042000700650395,2559050107.555484519398784723961755589635,0.1468077770368909843037344164440258881703,736349376.927825429050250494369791645839,194200282.754999473875047427125183990947,0.164434095754701416691640791849894478859,62588969.86464632050930038070795314500049,511758841.673506069083478832390895833805,0.1732072698864541766795631546466447696336,173735089.540783391528696898370417795998,116202990.604225935610435491249362941152,0.1503830672995657360070317732560894197462,34250925.82663438297864529528262524895311,77997292.15077353826461193587582104979566,0.2093388307539309543895855145117197435549,32002609.40399875045236782303850147514214,2753250390.310483993273832151086939580599,0.13946913296981593223410550396655612146,752627151.779404593709557280530830166342,895748213.007843618974117006626716641576,0.2056165210580439921283504303079413830962,360994037.353159803625824784287515550133,4815290814.387673607491391641857285967679,0.3367814194160677433152087409512584755028,3178532931.726441691729524576583239031389,5711039027.395517226465508648484002609249,0.2891428514340394338058694912767600091464,3236559973.703157278692694458220238451346,8464289417.706001219739340799570942189852,0.2234486816928153599677385819307203371265,3707015251.231593326743130970442588958305
1981,1725748046.844845164742223517933246363759,0.1487041484374527529152251197800422869228,502986751.698373643796714274744947122395,1635254996.692028594899639705358008359554,0.1557380660400883229760723216904982280323,499156043.307726820426307201458693979314,90649222.38462281707583358991806237027292,0.1016124391107799520304259999234873309037,18053733.63639419260916085761453676693273,349675758.751578980084353960268636554838,0.0991361535940141541923532115451166946831,67944399.06629194676172541239833182569992,45339195.2385241311916953019791507039574,0.0998269008742953927349198759703101608895,8871099.84364108923484538803770456492321,45310027.14609868588413828793891166631545,0.1173977245649069202570669123142211901153,10425816.41037525222434872147334561885774,1725904219.076651411975473295276070729823,0.1486901013807843862376446233666580603665,502984751.683740375750799982033748209426,240805814.989283301388630487297012554341,0.2566908298011279585390829537577130248891,121152783.162250614323377726456329975451,2675503643.661061683515340417634043708614,0.1562798286202763949724811074944735506943,819529411.772380499445058207906148613991,2916309458.650344984903970904931056262954,0.1496041184457260287877247611802305980183,855132135.125582036541855946858706838122,4642213677.726996396879444200207126992792,0.1295207465933841829559823220074644924819,1178475443.515031842739384253205695626952
1982,2076694709.942907311587547869912730948476,0.1115430402060218597736665832783153656602,454016049.3925174440226593224341721142,1920492713.449534264611025508676555694793,0.1152953294716387275322103316699946829856,433990726.684289214380989995644168877807,157070489.889665826006982110622588921074,0.1400221605833657623427220162991042007541,43106964.74214788475495459041263220061694,660342775.459074971074114980626064320006,0.1218709277747771879458086186107337675638,157734109.921354918438113884487003821976,70615831.86735234711041836131418260587601,0.1375880667788908022462056966401378341008,19043155.74959991183129966031568622322739,86454658.02231347889656374930840631519783,0.1497175652988116961242921433066235254916,25369810.57937061934798846355656785373793,2077563203.339200090618007619299144615871,0.111481125622089959659478078779932875694,453953805.54020642443269308513060693063,80335637.34194033019663160595067259998317,0.2781642355478568144055451374143162090498,43799142.25100255577548850981322433127837,3712126520.119541670833200601649731811389,0.1593498143001637221863630867592324619627,1159392276.413933395575892716539332004547,3792462157.461482001029832207600404411373,0.1561961465575147331922378493250861782484,1161041230.922937033341328385029379495628,5870025360.800682091647839826899549027252,0.116222904232315470918946849273695902702,1337173534.885217457990447776354087378443
1983,2496356151.966924322326207865873553213537,0.0922217800384012342917154630573887037695,451228079.57063870241102893437878588398,2317558964.465840893756066038378039952812,0.1035364061453977954907021052824957366772,470305383.373251966910342056127381282027,240339007.668667426105910323531384248265,0.106786172777780341703265284085372452329,50303170.28436732479684163739580048276048,843008074.671542877094239035523813408098,0.0890192341709997529114001518814809744982,147086109.086170253136939238757791331746,107502094.76034612483879039746372782641,0.1153275349384758094740677359242723212397,24299985.1152889837303957143860235562422,132836912.908321301267119926067656421855,0.1077427690859384107567878233662573075825,28051944.99379753971774808510153830750553,2557897972.134508319861976361909424201039,0.0955700073596361616978678642390647853035,479138322.923303012616604058449399864502,200449728.56431607571050073407749684853,0.3720024714243472980932812620336012693285,146152877.067639720085891866516273559136,3206189920.12776936610838816041593637944,0.1607244963452239277349435166255952498986,1010013989.795352149954898949457724483012,3406639648.692085441818888894493433227972,0.1547390013997298264390700001990542683116,1033194434.039985877436246797740146077047,5964537620.826593761680865256402857429021,0.1099315537161095042572416319790670808161,1285154140.197083162403158299446171323461
1984,2429711284.046070873287887166456875924078,0.1267334948585180361345266843936669276902,603534572.947698518245212737974262136868,2183129121.645131784209236102105600422884,0.1578909506554117295190484460091836664902,675604811.54332515318306329568558144358,384375382.410628855792495534849488145844,0.0999705164857217287749624021585886712572,75315362.78781523704854284963942584004363,827577798.160344015512275517805999458009,0.0798929121599149118863864120930417817356,129590496.654483507706260311943205738056,227084819.4899919429251799859128436773,0.1093998940246156141765390182546341304316,48692388.16613600644081544442594420037482,157290562.920636912867315548936644468544,0.0997872348809758702598440822756945616592,30763357.07957611882775469795248569891357,2567504504.055760640001731636955088568733,0.1344688696772602694518049910694899163276,676688879.961239563325301749558251035702,980785639.760643206510581492248271864347,0.2460701679610706466152191606891646051117,473030490.735026901584347808260379145356,1399609435.622159654707564213842731683047,0.1491595681142141201205938741254680116018,409179672.334121398829539756629003422341,2380395075.382802861218145706091003547387,0.1373534260120308223429033480795110560133,640832620.977348915668384045756518143037,4947899579.438563501219877343046092116148,0.1239320831154606726857882535409865827202,1201878863.77482859975300924090724089288
1985,919042064.840311396082906991128362846365,0.0802601772953951897732409773094490065271,144574458.969378570094139441871645562236,745059821.077059403594241276194764083792,0.0977897989543129885009610169507961334226,142804130.219641610112021535762984484493,183730008.11829227197715850601280033704,0.0824889615326517089097014555390518194347,29705167.2412446509273767659764467314298,354550328.151869779274247838756368297864,0.0732513729571232587132455288481759441774,50903744.70626518026525819431949990935105,126150992.722020769020005940033570609132,0.0870107282540876766389371070646240795818,21513919.90356951712436919854866726110395,57579015.39627150295715256597922972790668,0.0846677120654918795132121664445416129052,9555163.65330863727301047297084612616671,928789829.195351675571399782207564420832,0.0801308298687873840727786594253324860719,145872411.582741124789411286187246842764,269158327.651516339440380921695223671253,0.1589542965299468580389281072759534438371,83856390.34896649731946537288384156616872,197861733.832620657945537301836507455559,0.1449066571539157602025126098578811749439,56196105.55959127668893209925565960345929,467020061.484136997385918223531731126815,0.1214780907873143812654947291694197568295,111196102.639795591433996611100781090608,1395809890.679488672957318005739295547652,0.0881637137040902987053295174362573738924,241197175.830919873738919354936642449132
1986,2103295692.507531479365477965166288852032,0.1451114912529312589397045509474264899428,598216253.991843912291953858992132478198,1923958153.951481344222880180006459699146,0.1593389099218409721958000984355738756182,600860334.172298401592995256501814214747,186267719.001675752328209858662045078349,0.0947500958754013592889932195191278878775,34591813.09844615031212221832239610884564,374659715.922442868285029002526064455634,0.0739941142057971497163956051647404289467,54336323.06422243863333477799418838349695,128089304.730817595929369584102378309715,0.1014363828415214503968850166689298172575,25466114.87505585592762199853448309815277,58178414.27085815639884027455966676863314,0.0927950587679881881257984758448657131575,10581391.96773358478155533770159812937234,2110225872.953157096551090038668504777487,0.1446396420495470487177918191772037377086,598235737.218969675121421327376411827964,1171334793.298174591383395846241640873804,0.2234326244230769751083395222737114915549,512960237.611560147319300959857465966066,496031394.022858115177128795718369720884,0.1440648817693341020741685037597596017639,140062980.102210824217539912377080996033,1667366187.321032706560524641960010594688,0.1709565755265480640558618537841801831179,558692538.52499480536601479025610422199,3782194086.60401987892640029684423749687,0.1435104240061570259842316769690534850243,1063857183.002560453187658042124418350736
1987,7460634186.092212694086974991775740775369,0.1245087555460024865359819738308742630038,1820671985.064836887576224010042514406212,7053266106.164393744619201766893863631696,0.1314478476024541874979092427814801177464,1817187830.516399266493096677274232916917,411474788.230641996781270064617999233962,0.0946120501172548700089357618120975573985,76303727.64068609647751501451254055241651,930079491.43856268723785575727686520024,0.0813741425752217989077069226921428169501,148341465.439518309856114177751629979922,251536837.786522339212147435187630809852,0.0954387978496214142676539617347455843903,47052491.88995220070811842627586619958599,159937950.444119657569122629430368424111,0.101951938302711737060246165513089044305,31959728.74964446700397236639619546897129,7464740894.395035741400471831511862865636,0.1244357220167915605892490721774444890785,1820605628.810140682428175009595386381941,5302659278.221557008012993927046899343782,0.1601236540725233982616037573109529922769,1664199112.663594192729900411382922928173,3994382249.204032987811680023308038680806,0.1329185861824762085636549272563878319131,1040618176.823695660506959876548700592042,9297041527.4255899958246739503549380246,0.1112946408865660542561159845922787197515,2028033360.280552273651820567019024515885,16761782421.8206257372251457818668008903,0.1089036269209228750725269444084032460881,3577821042.815447586287234176117164960019
1988,6848346686.254225349726618062258478789181,0.0808132539017398309819749207736981941274,1084736871.944266584995634774633927761504,6351418378.719953957793205046526852343701,0.0874467832830943764752943817185877040307,1088605768.748205456062184789661898577397,499365611.753786711300273487984697273613,0.1320251364778873951714706693176186819654,129220473.566548544206727368733049294984,1180617860.082856124138391755930029014225,0.0959869986019189802938620229586518131549,222114971.174940430596317423760423177445,325554151.747820972572434933035394486973,0.1525332225812168424115629274823339374718,97329334.82594765625544125167590584515474,173811460.005965738727838554949302786637,0.1066967941250990865441249396856951262512,36348446.10708526334454810079386794560311,6850783990.473740669093478534511549617308,0.0807817359990696085411381545156460723439,1084699718.462000552593779866582215351985,1684518068.836468826635352406657254508653,0.138233903261291833988935192297801829097,456400715.228099597665334258961181969112,5470222310.275607876924653350137753974657,0.1254848490739025989425513804434207087931,1345402841.171033718750311803350655174358,7154740379.112076703560005756795008483321,0.0997496255434546485300321368788717922429,1398818040.407046228322445366602352949369,14005524369.5858173726534842913065581005,0.0757815440693417961403545827839224258919,2080266113.966895869485532905816611326048
1989,6025340223.540870400190561155152636674244,0.0658740694834073193619500043393791694395,777950813.87153256206495739541244230831,5517912685.210816933508799671852175978737,0.0698648866008635039249395621895301594401,755596354.290411124371646522239523681858,508692574.060055832301812389182075891999,0.0946365136429751885953452438171402212592,94356147.78122469498343773679023905451005,1479610127.98973773654633282084925261554,0.0872222707368363692397483954063055921636,252947712.130232592701719736327762902488,277361321.986164158578881952376873221414,0.0886835739107933530489374291594966829452,48210890.86477647150614942395637514007018,231331252.073891673722930436805202670586,0.1102861539920191478817366228959295437451,50004762.8152001193490052268706868653384,6026605259.270872765810612061034251870721,0.0658484228086759870918830121130818285426,777811204.378379246129005429375678467031,1021441242.551038128667365243488997978984,0.1670461806440400086539402275889388315373,334430602.308088666195776063614496689182,9158960915.882602348842469400677465909124,0.264493796587657667908841843274253757414,4748077157.061929203883335954501166552705,10180402158.4336404775098346441664638881,0.2385089382767777378540220692448910639242,4759109143.675703066695494271779824138335,16207067140.4225652198773112833122406609,0.1540265088223118691468590205406353281295,4892783220.980670196144968074127805969761
