"SURVEY_YEAR","NUM_MALE_LE119","CV_NUM_MALE_LE119","CI_NUM_MALE_LE119","NUM_MALE_GE120","CV_NUM_MALE_GE120","CI_NUM_MALE_GE120","NUM_MALE_GE135","CV_NUM_MALE_GE135","CI_NUM_MALE_GE135","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE65","CV_NUM_MALE_GE65","CI_NUM_MALE_GE65","NUM_MALE_95TO109","CV_NUM_MALE_95TO109","CI_NUM_MALE_95TO109","NUM_MALE_110TO134","CV_NUM_MALE_110TO134","CI_NUM_MALE_110TO134","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL"
1985,16813167.11582225641353753765762896681574,0.2127475692578056442460080460159835832585,7010842.45341625350164284229644521906222,7638642.05048678170277856167152048559089,0.1485348467989746571032106615978135940298,2223824.8723736691262281606945143188675,2318732.79411747554955324682956466609089,0.1985758823389598823670106878146967125032,902471.0445803126474410980296055580080649,7363297.58584508423757134559290845403257,0.2755402953307149805722073498172019624461,3976614.97516692250021397804641275050582,24354052.21711904485822173971936216515141,0.1755623156354838366761938088902721097111,8380281.45259602102739304325907865292391,5280672.53172986101180662492717809496884,0.2240766692161484522253559785518040167108,2319220.00377721718528988091692276369297,9489106.25461661731738488197949823731432,0.1601197969224554180398260478581268533607,2978011.78227103602799301125372079810133,24451809.16630903811631609932914945240663,0.1756471764843909539362909254476073789212,8417986.83039477082964996534396138651632
1986,15234700.69080383557888956893820350774702,0.3926711182512671488361796530798316486279,11725164.83470333671314713710795346105742,14759207.0004898065274744687314309164116,0.5049586026349967237926864156862412287172,14607465.5442172684564880598432415844793,5575423.35951072206938070888775050314511,0.4636186369299150361303816042497507016795,5066345.54935739447164661790087050197765,4789035.40186869993568823997350194032836,0.4220523581896596036652526174693661526277,3961598.42223239998219754485740896924447,29867534.80300525789912036368892360964434,0.4408093924863438672992745679129640874492,25805144.14829186058460324959570446107434,5650289.04203708144316131986923688482706,0.4164607917534512795943467623030476299902,4612122.74224192088798423359705581565284,13979159.88787713865813376893914509585812,0.5658443401623193657387947643895769648982,15503655.86544762770765674893172072844497,29993907.69129364210636403766963442415862,0.4393762482112210958696262381854328826678,25830076.8359648060223563438410507441581
1987,24407646.54415278309336237241369726694146,0.2888416967294123156442480307291133234455,13817894.24033033880452729794471460364357,14603461.55109511929390878799495216325004,0.2461142238675469180711630031851150322329,7044474.42663758276603449422121728045738,7338402.17289939772135705246994564405124,0.2533883246863708334771145968048458890721,3644552.24763297157705352948955844324129,13436787.41459202141925109536091746897374,0.4061132374802066369071849943218028432249,10695440.18701559224236110375939639820511,38619738.47820930185738932787208349700127,0.2334608973412013823216591855396027519467,17671749.64840232276931029121911102775566,6620017.70969975303154211633728920474046,0.3296032554597122726207950305286980320479,4276679.60110325463369643110046291132541,11615900.79805673021512089624049711242595,0.2507568176487460391003405932505132342406,5709021.98375870077148673121752261860601,39011108.0952479023872711604086494301916,0.2310400433930048259268617526199154668943,17665731.08998514333042756873587028745383
1988,11336845.94272045920215554516181422819219,0.2568019282208856274704854971259625089897,5706194.84014612612279572725571490694346,11557060.550984092942025621213753358954,0.174915157850823616354294506544511855061,3962149.93831114198078685583359068168779,7507727.30725490075398244406360696473591,0.1916991357393195403065167588021536576251,2820880.67888781627316749058267699415097,2506808.41387164003879121351249335112469,0.3001162773279864549763882277390996662206,1474574.65792543669982191700607465858916,22893906.49370455214418116637556758714624,0.176840778382176002329661944742264113733,7935209.43932871485899165218866023174648,5935848.60682742834306957664304912025793,0.3156152793212834742608739991596838380713,3671951.25146327272229945413886460394474,6943522.16575058300833793215641815102775,0.1848023949107291628974173177763353107564,2515031.86967902372576411435421347455992,22893906.49370455214418116637556758714624,0.176840778382176002329661944742264113733,7935209.43932871485899165218866023174648
1989,9957375.68325095660366623840781798250794,0.3125421687710059707830326877370850878206,6099715.59096942548539605898440813796678,15099473.24613329570144377934673307766923,0.2182124034462218787901043533763623220315,6457989.0017089175785461799985859997163,10395137.62994663212957964457157535952682,0.2340570165119257384183351943930154116854,4768787.60379647254683278725825878532343,4234027.99780383350081274686899340920413,0.4994076178521128410774686023144712988104,4144431.4391526321630910307852423976139,22918807.81148551955829221432145678432758,0.2198697447843569142168466936943263705174,9876738.7515751717623675137950811165334,3040325.09019615590161088689995347485501,0.3636403284307626973872729320983289047236,2166946.23609702797224851651106176776159,7387358.2114376307731067394140288165911,0.2279812696485151284052882105308309694197,3300991.43660819247666241536197034062247,25056848.92938425230511001775455106017717,0.2140442762749790814227064227587498912839,10512019.18585021195630049438691957240473
1990,9663676.2493479717029055355324351202624,0.2661730245128381292130534680975568085727,5041531.47299558543871145291326994853759,13656571.28368430209303943291759509006125,0.2277660954549063747895913620685487203836,6096587.6804292891890868253166379414929,8878607.09281954780719471650729067622587,0.2364767897890634195691878120260365030512,4115185.62609241636327571727657086574606,5708681.31448690461506810631427570264617,0.3794351293147866732235038722722210958208,4245505.49624732024098276513475511609664,22393281.8651409431666998416034612725932,0.2233627980184570614461847368308681557233,9803579.14465915366250180765685284151507,1588863.77071060477100181826098734274697,0.2814238736491573657170812893897342038713,876402.6262262025543426126887452961675094,7144095.35501521660268032736747648870457,0.2412007948108879840854931148962432454601,3377396.49655550868609495139962406131394,23320247.53303227379594496845003021032376,0.2158244618350385902761693984906475154093,9864836.55240609055247811438578827327998
1991,9739249.76752371353741780882047760103664,0.2327732696075020293990440159126638845312,4443392.54334477371408947676165907149749,23240916.1647616110326795847489764973896,0.5719587212101511134346021597072932626848,26053975.59112478622181496955390355634452,18483226.95427138801257303217989203997668,0.5941300253817035770037174560154218117314,21523622.59497501302103479624989955772509,5245491.11752998935999688277296882208792,0.285654045830424433391075716015871940444,2936855.68977639188290075213297133394733,32831972.35884019782569695387028693761485,0.4227251565380352794565583452168213409485,27202645.28349261325514889349262630894831,3313717.16130767285414925815512738220233,0.2785697628525493239870486028796773757739,1809278.75142036666856226116582922261114,5937730.69917627434337822046146585415925,0.4250080451951047396288462508757946787567,4946223.30200966690737918755175979487378,32980165.93228532457009739356945409842608,0.4207864231356605733074719632436132710001,27200107.8718511439124135682913808029532
1992,8318216.30448885691095173378708928984926,0.2125892676479575443108243590952244656555,3465992.48412482838373714807807581343746,7473232.47150592417645132401673171021703,0.2028576127130324982814252506989631297939,2971364.11290164658570009410752536694175,4648647.41159893119524893544388252016447,0.1821532082325498490091380878224939094588,1659661.43833078060128984319217496362705,2281874.18549994742173969467486605593004,0.2562685420191921162206144207517738535351,1146154.23835503400037305801611792744133,15653666.78949080429750131900796418123802,0.1847540617741851468528268617685377158983,5668473.90119546529512048478895443996355,4100087.2249761571834578373201563356072,0.2322469423029053552238417679659529297748,1866376.13350479713595512630056895570074,4760839.95391974528695659036491608836453,0.2601361257696471642521548977697165232052,2427394.26360317501706004074400430773993,15791448.77599478108740305780382100006618,0.1829947627898390351921392804127154501811,5663914.74882727552994449163199460201036
1993,8155144.84182962135886529015465952236096,0.2047531985456840885242294161766591370568,3272792.30229718577134113795197200344833,12530844.59571173662600486483662554126902,0.2292515000768537770799806495118207898641,5630521.24476182977554655807450704591049,6976858.53014652234352957710353387849818,0.252731336868911534919685034414917925449,3456010.73559963145508313892401387047322,2418584.48510304202085406714300088255648,0.3302611187835898553927641419281802661986,1565578.25912861600909282552742770601634,20585346.13510664549549496940900994576854,0.1973605528049658528248904050089709868778,7962961.17409618108875373104959007201592,2545322.69486868071493496442430501250341,0.2404918313336085087436081102512294356083,1199773.45979897069086318209459254635323,8745223.72742311290555154632044529007207,0.2414551497044175553439829387243048750591,4138695.43643500157405625569212475005679,20685989.43754135798487015499128506363003,0.196380067535743367608501702010984385232,7962139.36546456984624729469985832686093
1994,7058999.82857222083928813190439232018084,0.4753462039245228603280493721687328899126,6576718.79315069908760777756451690036768,8555071.33661970673561368410129929266904,0.174743037538096920786506217364065175874,2930080.73736342744825393262437822349213,4789224.2874008475896682962297193661183,0.1785219874190422691109954253982916390746,1675764.40244539774813674492738197020372,4578597.12724153774782961197010622710626,0.7100669585355068357225812978056449035738,6372176.65153962309102227455675119944303,12338606.91233483265860546626912118334594,0.176424473376487391197764665257587849535,4266591.16434799355840351904121273664029,991509.1880199485430471399613183452088851,0.232597654416154202522784710846386514113,452020.5144723910774259589829079471087538,5254740.56252959369435676784454767441655,0.2111235968523480256381278319879551829399,2174423.46705086970493305184802172495417,15614071.16519192757490181600569161284994,0.2483578711266336131022488127851707631689,7600639.84944537246411449577071754168298
1995,10981286.60998851612865159547625712063057,0.324432604921957218420313866894695210621,6982867.34373543898445794555873698229095,9136587.8111910209841699239934378096269,0.3880705122909076273478349558767193295975,6949455.01246033337366305795601130707381,5906100.84246428953938035003929501074538,0.3458604668269435826520276414234777846144,4003666.11722333975889635937319301803931,6776011.11466885031516091363979304464388,0.4513541701871763798683341569883584136361,5994426.5127272682589202072077334396085,19788482.56366972344923340997017217768013,0.3003346355671025579074591508918279362372,11648606.73040399107401579604803501136355,2397192.13938910251628574884683256315171,0.3178231217230277698898212036078414529622,1493290.8546566742400434123832172173602,5038570.32465729474199450694377431171653,0.425133269891516432941328631017835619987,4198445.20029183391219335411423595638078,20117874.42117953711282151946969493025768,0.2977164394962846892434993133477444178352,11739267.00809762400753469266308696655218
1996,17499173.59749268886985815855129608679686,0.3369390287991304581626675629935368033405,11556462.93118408198112367636486485165334,7156027.9230082148833810470792343056781,0.1983342717605544797135131345543524097551,2781799.75014373393862300517524796954623,5278583.84959377399085835279998741615882,0.2213848646154292144087995947614701835467,2290453.19897087729104039883949020897805,13306779.56112273142641816933267653469037,0.4153461918195012122903361330497306464395,10832763.6235440443204582924702302314786,22389169.68629989406598813071319705652892,0.2292228926280588110174340753735397296756,10058936.06850685518829127309272585455453,2764581.45916538820998557497960203196189,0.282980655218661850197840303817787715142,1533353.2225311721795144990750645311662,3305256.65061901012597710851826440966383,0.2270323516344125177619845017596554546642,1470784.37268481870881379299519554640622,24655201.52050090375323920563053039247485,0.2617093888399123629799326653069352705011,12646895.53444413230533345758041408143262
1997,32579650.43285439068478274432989151161516,0.411095879700511452518302504688785412761,26250985.70785767195106199084352050985464,12343475.91543359774385665036624250616705,0.1983928819965387822762853445905025480951,4799761.21100676310570648282644111941894,9184395.2291708694322539350235017789346,0.2236189480911311635474744603696418069141,4025457.40800077098246438591970781232598,5891061.21384563003249271691906230782013,0.6539315623128524217276270521838372366223,7550607.69197141441698597051102558565982,44744658.48987467358038469036553261239385,0.3267419308362122729657950059657776994108,28655113.97479359501003567229610462458767,20859772.50401709899012753287207751970826,0.4149364322091951229414512281817713670467,16964739.9758441538551072500365861089977,8987897.40125438997376520988149241131916,0.269703279613741123075746558011178251502,4751168.19566225467104112239711616063192,44923126.3482879884286393946961340177821,0.3253738549911459571105660340536319951786,28648949.1644656969493009151237213545609
1998,16810758.93983685589288971127359467463945,0.2024446850586430790564487094276375105288,6670367.64637720017994304370593355658532,15432975.7308385289355471418670471362062,0.1667467571436996922455549424109787972475,5043861.36614169716907121529093121788231,6776981.25059745398191638795106336633732,0.165866297910374214416338921706784567696,2203182.67044745071500117133715298248048,6673822.7460979095060465092808677006149,0.3440992218054025416949768387310242779599,4501056.13826299109644468583647185221689,31276538.47253172184908389831803955588543,0.1679408343190089760785698644204951620509,10295111.61274761754550320767799311649393,3624788.38574854974739686553283625542771,0.2441792705362326655916585124102027307634,1734792.44040536686958041433103750256469,15168142.28823147159307709037587448846575,0.2015769102359037105950911320280587402071,5992792.62270129089594222033588900509971,32243734.67067538482843685314064181084565,0.1662889220112180746750111401869133676711,10509080.72480460086164989085131083134004
1999,11276090.1872781580065097077328588986523,0.5009192633383393426510760510505479412626,11070885.14829818157946241272156474651649,17437700.96030593379948045568955675229325,0.224141454738110670851976485305816272225,7660682.85464099802351888787462957738156,11654535.64514741281596197515477455354708,0.2212709999831845758567366487342714201578,5054469.0828212169534241826797379953181,8451365.54702365092775161018105784545284,0.6493641313850915848756796077839122849815,10756506.74902336884906708880281049677387,26065234.96561046115196003173717319030979,0.2266452682051075494069217992829695976248,11578821.85243546323100702507367836822343,1417683.65789350049624414054862969038897,0.4069292347414016967037296430838501148619,1130717.97498350682853861255820694784185,7190206.29751952756603243753795356155663,0.281101758222364038312678403299550293924,3961512.07913993695164739114836871897357,28713791.1475840918059901634224156509456,0.2525290732175949675958844248310831524162,14212091.45144346696134920483725190972195
2000,10704363.20091258418962543371953652425904,0.2570929886534855608041181520943304017826,5393952.78483181447560290593674418104864,14020779.20168343897691191506291378247725,0.1796850491957920526873986293038821269574,4937875.82521094044024945564281970281309,8432127.32238232703436355742347321314324,0.1665775081324907171906053497801408947575,2753021.40493194494374008019255542259447,6189045.94046399763728201290014574966838,0.3753653522041309660117863379652756132321,4553380.68212963826820899235283399079021,24570303.97481362068572393541010845183632,0.1726542376445767651648403807712826372925,8314647.51887524150573040179763861826828,3060767.58982460153238678589865998836299,0.24694981632257937846887346537768765896,1481477.74846204708182067216829576051026,7043201.54992509696250499256017135556181,0.2344633429896012550798603066572421190333,3236690.25826015918709495468239823098468,24725142.40259602316653734878245030673651,0.1720564405452569067344138884579224349779,8338075.18777993541163071677389508709697
2001,11998465.09883517867551746763673730448103,0.2313529927224959731001915635787160402673,5440726.38503619655670525682328763206872,7372706.60388336641283516116587316388182,0.1535478644457068304170169608022222842683,2218844.17425365939127002579847157157987,5145110.15643964479850833883356756460644,0.1605242126497268601821264860776875018132,1618792.92344283046918729379304862086184,4564048.17338659241770556621855973767769,0.4188937772745313181664298720115545082189,3747228.70286515609084522184103666626674,18978009.74234969233646179574326548342943,0.1698425585676468075577867492584855188553,6317616.51307830266912677006614683514044,5445839.42173047641201826729458207505737,0.1967577972189235369710774758653690205913,2100162.2825102231933590457934360098567,4216173.9511618314601204564559010910214,0.1822072667072317320095140103208592138407,1505706.36194271660607643261564868596396,19371171.70271854508835262880261046836301,0.1749622755909309774648274561153019500583,6642879.59266176009405846650203635813577
2002,22929381.2129924619926080159155789640211,0.3579890883212285882142444436393758558415,16088597.82136979283155702161319455107017,13608833.56046775236069462798882999977029,0.1945554792564858629000662438839402572441,5189439.34553796278908022177328405200862,8642558.65865603977116278611975385593646,0.1950686157907581277623895831725201836641,3304348.23069155128934059650912444556291,16091916.58518912677897755296360632906601,0.4731595360750983461610033869438969047373,14923525.8205742453213456474869662675496,34389739.25507663358041338064001849209282,0.2567038060416524618027974220232898087255,17302834.83289406016647993825118044471025,2743738.63794354511427892900617826862046,0.2727895343514485251175023957663689028507,1466987.84343632668378476764856316452414,9060000.89167150268888337581487051016851,0.2407102533311937004922559641375768689606,4274436.81523757292473795777543972060674,36538214.77346021435330264390440896379134,0.2565346709365840590205665676374346751768,18371705.05089890668432685749277516749171
2003,18815084.67668209579009890227623498624134,0.2080919507824963728967064926907437194805,7673924.64203691942226136110904451879378,24356107.61857492256263181844956130008706,0.4068318314746698279090954726949029379216,19421326.14531562974661884175204533573949,17114539.20862879937843656880668167537527,0.4842843613628284584000564024376347214125,16245075.23371297591413582054479038575082,11727831.28090764311440323714099933000657,0.2513205656595673428385685809141878472003,5776992.57529624710725346383209692207363,42303394.92952197183130968719062038627733,0.2667748893388891843532452810078807988759,22119547.66192579772833945612877060524742,4796538.79791928727712144467555356965258,0.2601433686702324192697143233402159910144,2445664.01126245355067760998505494751845,9532283.00780128858276947010256171129395,0.2430001868600788160031624708770179157844,4540039.24211377982922653032018095484648,43171192.29525701835273072072579628632856,0.2634352063364121059037189764371390877754,22290711.42217631604755366894528453406795
2004,43314661.89127591659730177443534004680192,0.4105073830554451021867255788410348367518,34850737.46180142209973856030090005308928,23726019.82212638949017010783014211863131,0.4250665362749515151254982895520855280546,19766868.64814892704021875320678762487305,17972029.93687123717054812207232664389626,0.4392937014194196020301005278817020255589,15474199.12385801621055310191250220798735,20984613.45730289180504669743318201807002,0.6364147351993434073663730972042301851966,26175637.74471239618130744300108267457802,62285630.27102857440034207409789377921519,0.3642614369415372140592945948523758383306,44468976.23933498595844938762412691035897,14328564.47467607277944205443045995631913,0.5147826042071947873092754873818175203127,14457147.64025591155451799808341460657497,13755473.84455210433243500832951354714788,0.4364044655462273496400379547306543457657,11765782.41447506574286716103621456713917,67040681.71340230608747188226548216543318,0.3604705487211536934876604920236522957511,47365734.99478587316467629727719139223029
2005,31485624.80688145829938454687308111353525,0.3766850780098683194614662080827513192521,23245923.47167639103017935033441256942661,15589808.46965476729235252906964713990522,0.1766475955060222723241930054611191906677,5397648.27390531344160908717451496546854,9624934.50603822742113588195316527707833,0.2040577335904499618869924406203852917147,3849522.94966700831385496853392069950677,20974680.72836419500122018253245957174169,0.514394932834229865490559765245778724438,21146968.18959317865757146469418142241385,45026351.53852391136836704150175877884203,0.2692996569270253718593407407008875642476,23766138.80312025550118071267517458149015,6504639.13620171414793511156179626060497,0.4238125705123865462813726599987227615851,5403225.75183547146276370313125787450008,9971178.90593208902144589989530714401538,0.2075046496079911441463076261482550989513,4055369.33070590001860464472724611417955,47075433.27653622559173707594272825344036,0.2729296952587535055431576114602783605022,25182635.97034407954124268408360832006707
2006,21167443.23821674600188581933878315697254,0.2491925445465186016751264533725692833293,10338547.32246745166083118220697595009437,16381282.04332099729654995406882586257938,0.2232034423684670843788714544301902245587,7166462.74325688576309206458519454711941,11808616.94217349993798455968320999126134,0.250204546841951235372832224064860333349,5790956.51565954851833509978316157788566,14340098.06964997173976401009846918951105,0.3203578963212863557132014813670511103328,9004168.75524264833466090458626602811882,34766062.79109391282758434936400300034095,0.1894112586745966105143866183627945048623,12906764.07634546839545006082545437532662,4387236.4675504539846815501170325281595,0.2277128694956585108098323666625091604941,1958099.20215654433143469197234358552832,7012773.80216381763600565350889731061988,0.1772059034504202479129635313011281365142,2435701.63791952082638198471364835753535,37548725.28153774329843577340760901955198,0.1882246598549352972522218282212718994265,13852488.24644354862246254816880856401538
2007,17535635.68831956100882340513645637784698,0.2137226456207388949515978657208269125699,7345614.40582024247483235027591431252345,18182954.84755606707848307784937048261729,0.1994777399561532545365304301929658151913,7109105.68788192016661412574084257689628,12251160.37158946166632951474001328413649,0.2213117038655504284949064398204363807537,5314197.34528648442733864969345801942143,5096856.4306527115826499216048123214054,0.3169379462871777456100682813863624352503,3166158.93091726455206546083114261736506,35515631.1798467538481327163056335965799,0.1760809809878681308465503991056009955736,12257109.26995943639946256971424063139496,8841888.04406688914254523267985925945565,0.223846615181103883265739113724005142783,3879284.35253030268750803701348527425263,9528685.68956656569578181396114199546664,0.2041221742153370355478567304304529128574,3812231.43912303505572689731833283123481,35718590.53587562808730648298582686046416,0.1754179760885635462478765735275935023121,12280738.40665726929880860272907008059634
