"SURVEY_YEAR","NUM_MALE_GE25","CV_NUM_MALE_GE25","CI_NUM_MALE_GE25","NUM_MALE_LE67","CV_NUM_MALE_LE67","CI_NUM_MALE_LE67","NUM_MALE_GE68","CV_NUM_MALE_GE68","CI_NUM_MALE_GE68","NUM_MALE_GE78","CV_NUM_MALE_GE78","CI_NUM_MALE_GE78","NUM_MALE_GE102","CV_NUM_MALE_GE102","CI_NUM_MALE_GE102","NUM_MALE_68TO101","CV_NUM_MALE_68TO101","CI_NUM_MALE_68TO101","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_MATURE","CV_NUM_FEMALE_MATURE","CI_NUM_FEMALE_MATURE","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL","GTOTAL","CV_GTOTAL","CI_GTOTAL"
2010,6426543649.860501555298895383262274777222,0.1278582996444731588038151083582247364086,1610506409.577814396632592843648607289568,6810403225.893075683718095919743406989293,0.1242288172822536937619288668161611415977,1658254742.41716637330463405525500390917,5647914.03677288201823955753753834607277,0.3609455454052273919704535507455053588773,3995635.24831346173631837788179700972259,30813.044229832237317278579974886035205,1,60393.5666904711851418660167507766290018,0,0,0,5647914.03677288201823955753753834607277,0.3609455454052273919704535507455053588773,3995635.24831346173631837788179700972259,6816051139.929848565736335477280945335373,0.124109560898985883216766080962973707621,1658036743.521782353263669759085856244559,5967612833.496919428208046205892233525935,0.1278203053212487962094677809780769665414,1495052905.056494637882907666022711734445,454762720.41773374380437341005457053456,0.1885686045585361265052302361961167272206,168077784.325054884217813200219341885569,6422375553.914653172012419615946804060511,0.1283192825669920439651081387724751582998,1615264661.970068196405047136459426867249,13238426693.8445017377487550932277493959,0.1250562134057985716219268940014688645016,3244873127.013579344513792093796549151192
2017,7208598648.834199734637928022106909349734,0.2187534615363273504733206976649948569529,3090735578.226803905301383054357674451566,7314377544.786016506688319428129388548454,0.2206450278234433048653874484184250325152,3163206832.285739898110833058790329211908,2149114.28505081542361567309883945847751,0.3120329585910966693007854718991124307769,1314365.19788099900905487086326940472967,228953.1185613407999776656194659614687237,0.4589580142082503220092616904175615203183,205956.5425377301799446753147023279713362,59894.2703368268227428519736131417383365,0.7032083203052459982512384094020981204433,82551.5725093578885612486197225839840081,2089220.01471398860087282112522631673918,0.3172814937356130616303632431898563332459,1299226.86014115585331767499678022923433,7316526659.071067322111935101228228006936,0.2205850045682408178305827441206467253187,3163275490.369100343365784676154176760787,4731722065.767056011842168695712859735224,0.2321526500453274268982061414688441125537,2153024361.017715318897101015403380113098,151238692.826709574273722958636297779663,0.2094168857042564785825997461037961926267,62076994.65751429843612021809882378092545,4882960758.593765586115891654349157514872,0.2259185100382470364943578602279950911685,2162176389.547194709884502766678211325561,12199487417.6648329082278267555773855218,0.222029777738049181097686407768814991353,5308952980.530010803159283813110525133886
2018,4333073557.889112116208771416430181606759,0.3586123087040011404602819411436792868125,3045631284.262594667812571592096275079962,4318731435.072755683735792991110282588406,0.3595905899753790989153308212548955132865,3043831361.978734585541809852293916947501,22786071.35393724246464818608988965057059,0.8667106568436048168389359582170885501096,38707904.50531014249475154060744975078058,4914073.57660963013480773898266215973761,0.9144800390175206692410093083339338759166,8807891.50430296614598398200202482896926,0,0,0,22786071.35393724246464818608988965057059,0.8667106568436048168389359582170885501096,38707904.50531014249475154060744975078058,4341517506.426692926200441177200172238983,0.3578620760144203148539737690601607608908,3045182357.089499214671780673533200726599,2290446353.971721542107933505875809144324,0.3694819411829247146971379990284985816528,1658705987.480015001425102052294550276661,92817990.98755154525941557643660264352512,0.5176380407953482860702033295142330843944,94170401.09049869361754838793809839798317,2383264344.959273087367349082312411787844,0.3621452535886033943504088347817136471234,1691652226.324947311596220238871434247149,6724781851.385966013567790259512584026835,0.3481755728643495469223099808059660841547,4589153356.048416117648981188543075390467
2019,2222289611.357303271308178238086456849714,0.1791167489586297871936855470999963430527,780176609.244479808640357878263936859157,2196398785.238688990782790565462499768908,0.1703810675619550310417138377894444433444,733480548.848668093840249514942466067625,199543159.462088662180428575870893230743,0.2768500105181021421463627119288451974613,108277310.559953375062459323152138246339,65526318.93126422892811018419457124173687,0.3825196614730888043259594712834849637719,49127606.45692309233111754004567640812181,1447558.85064562725289523358541918592026,0.7198040717107781560773229521623014951117,2042239.15928196550388937334490222949243,198095600.611443034927533342285474044822,0.2764416436711602332551696381958614071283,107333271.936623893111366561782040753457,2395941944.700777652963219141333392999647,0.1706245084436778041416580012976954060721,801260576.485352924054758489859354306238,868633032.823816433118600779997203580999,0.1633645932228046668045092956043736060279,278131608.851621655283392177761380123586,176759319.080004376578079937522586058844,0.2757934639059991648553728082491843124677,95548167.17801074601548564719179499834975,1045392351.903820809696680717519789639859,0.1571603560105603021086607328168282225171,322016699.024005973929839578040927434353,3441334296.604598462659899858853182639499,0.1601696355671153462829054353930759106843,1080346629.897476582104707780795681007467
2021,2109191917.378685051329592696172414993806,0.1658159482403808012975108694197284731751,685485809.290143416739958785796973120909,2234247105.090489661575565278098320625635,0.1665530389093106480290995193154923645541,729356464.253215962018751065129490190214,10522647.57637791570143194849907136788089,0.3882458300756466674081898467424179300357,8007333.12405329757340721501295994919254,4246078.98594163728717025904894832084768,0.4112398963265543205584573950741925376771,3422467.88066707964394117581472468836663,262793.0821887143799251743688467601290285,0.5019085523957553209165316124088679052497,258520.2671034745160622800754400136098188,10259854.49418920132150677413022460775188,0.390194726878694512156828465821015618697,7846548.59946359160909656402047200462325,2244769752.666867577276997226597391993519,0.1659061801240643622399534255763154602583,729945502.849081450501987282941225174977,1962656123.886192835863810255735128210005,0.1673950452477438508916185827911830413797,643936264.900833989061539029498194878372,47249534.32175649152044098510971738674005,0.2063810347798829987735460595957140595607,19112759.26093573579006353061761781648424,2009905658.207949327384251240844845596747,0.1653877104597455720072971232935184597788,651530842.300157312348651049673135851643,4254675410.874816904661248467442237590271,0.1635606897861806672955867539622602354352,1363959384.237213930672941648319748909758
2022,3786070594.863667239590770963112002519356,0.1455712590997763476670099169737065802379,1080240404.528488808002917234926512300134,3885955597.972576225490154845276422452369,0.141699526559629783370549455929939665005,1079250614.190335919198310095127419463059,5709377.80124820027012944967375461429467,0.5743095448833582330013809239353946813894,6426742.32653992473145301570265243511881,315376.427183490937357045955850319000294,0.4198620473259278686271842608963135047357,259532.6010953699559320253380956282894049,0,0,0,5709377.80124820027012944967375461429467,0.5743095448833582330013809239353946813894,6426742.32653992473145301570265243511881,3891664975.77382442576028429495017706667,0.1416333523718984140224714481617485522294,1080331531.381213176166899003671411124515,3246506424.850941703005605850173842305176,0.1464647261523069457724435650271269178946,931977401.956296560929808832519330503777,150949523.176133096717640195409865929789,0.2293042246608306421809982208735448630263,67842192.21465755938587168364974294115283,3397455948.027074799723246045583708234968,0.1440827833957437865100314281841133636118,959449222.534086100618449840661789959873,7289120923.800899225483530340533885301643,0.139720694249980331019469017660067488412,1996144430.453218453203363553041616394477
2023,2873217059.681932525960747222441908168514,0.2235320644951992457052321887932247325018,1258822036.543315824207729485278311561461,3171982590.724459705298162404770392865718,0.2133490958444221803912535474157939448573,1326409650.820010202707471272151692158104,1695430.4307190920721556231824497306633,0.3053524228993352318139983695063112663244,1014699.42815958303920560093861010860587,170941.5816730139438972711416990795779023,0.5040951561243355250374951102974762781588,168894.8136711336800403634019240706479842,31760.9787419070975071511333740060349422,1,62251.5183341379111140162214130518284867,1663669.45197718497464847204907572462836,0.3118043004897935954336949631162648485096,1016729.0078511694621962740464488621746,3173678021.155178797370318027952842596385,0.2132288392528479225020223034255738472121,1326370574.001860451954606417647230669987,2281428011.909419644074734469582860690049,0.2323114505754221036621810459433544605786,1038803627.626954158194853068244138685116,212511868.945619597333413939803014841712,0.2507218932471735366773717894939678599988,104431501.114300300679694926253187974475,2493939880.855039241408148409385875531776,0.2210354974240009569819879181747490127241,1080448514.536280668441779876655645192287,5667617902.010218038778466437338718128159,0.2148794943969210625826162568172502084569,2386995543.669032543761864774105146614456
