"SURVEY_YEAR","NUM_MALE_LE119","CV_NUM_MALE_LE119","CI_NUM_MALE_LE119","NUM_MALE_GE120","CV_NUM_MALE_GE120","CI_NUM_MALE_GE120","NUM_MALE_GE135","CV_NUM_MALE_GE135","CI_NUM_MALE_GE135","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE65","CV_NUM_MALE_GE65","CI_NUM_MALE_GE65","NUM_MALE_95TO109","CV_NUM_MALE_95TO109","CI_NUM_MALE_95TO109","NUM_MALE_110TO134","CV_NUM_MALE_110TO134","CI_NUM_MALE_110TO134","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL"
1995,12648283.19188363604820907756502709952695,0.2747310013253790320945142910678221636716,6810755.99245217899736608780328452895517,13006179.02232444451707550836888388526745,0.2849255726826504837531679597897705038732,7263354.29244378034896097667516036126234,8075718.78426178061730239650245442696657,0.2595113863487685802095452255756817859431,4107652.31583447063278992811651195352734,7142396.82596492346927885056547473595965,0.4203258448712105082736547745899320488298,5884182.60134715113169571776936871050127,25325070.35669826690169647643438823221703,0.2339095239885147088828588545704419597265,11610599.29813743459330435224399044900566,3121521.88549774382966238920725365506152,0.2530272592166733256800932217504046946405,1548067.04945381874003455195397478175429,7314824.71848363264904094965872816680663,0.3322003489836182904676403308932235941724,4762775.15549914995864251408643503180683,25654462.21420808056528458593391098479443,0.2322858241581725675876555510211996529126,11679969.08157356049373190592623021631249
1996,44297837.2257492822088056996485850348132,0.4931171239947130834975211771774435703864,42814283.30021695460958669100165458546014,12225762.31916857652186019052008305145011,0.189272318900083994250398882988505778979,4535436.83356179837241041141929609470868,8313342.65114238227446724762192848327469,0.1846939298450213707638271479429899184125,3009430.89179992164184251269020406405328,35117975.06197339113314796474846263417236,0.5497740075371351757250071743702822422474,37841621.7773641571822703075585989392634,54257567.71071684904341481525133475031684,0.426199978124013747104168167000908086878,45324165.37588464278590979696309627783382,6859735.90171609063075108909669112908099,0.4352888843406390601363786154316353174655,5852494.90355767254105980725949886405863,6232545.93008599469229958870158583973508,0.3230798791976256500916716937582674233202,3946675.96492423966924679167058480923819,56523599.5449178587306658901686680862628,0.4144155107814618862297911012765695564237,45911542.49816332445965762942827985687969
1997,60034095.47789692014929559393826803113892,0.532830318382425339073076340348915622794,62696452.96628592501676189706659888963039,20742126.97122356354796961149467773562395,0.2423299228366078682593780310751037279656,9851818.53567130889429633966973298008616,14927223.47693933106215507492715672592092,0.2092064839338540199860798450743893334859,6120828.9994704991458307399435679116624,7175613.40341170540438089850739614543546,0.5523117295444528042265528348684463125251,7767823.88078612564652018392452737873331,80399937.10488673838133717789814231513402,0.4496808190965240031091638957513076188401,70862446.76236358314542832712318675849845,36322952.206394863516387848258670281081,0.516651365199214957522651441661858360603,36781953.57717949695742447642280880435714,22350433.36237458371434138373972261432515,0.6115729335125552172006512889619625043738,26791083.38954044217749218846713744356718,80776222.44912048369726520543294576676248,0.4474116400437203308111101068021259905694,70834835.43849485565803874829484832068435
1998,23347905.73761641441926584870814793871477,0.2917417176659455159795002881825371908504,13350653.92263780283253423490772854012447,27442018.55899897765920108959314113997491,0.2815237234924686842296567924998032566638,15142135.31996249134768960299833639298805,10529258.72010287983425097000217480721918,0.1993698957766797873609690230359448843949,4114465.73871991161247871903427633471682,7047009.27419118392323455887239501114165,0.3138188121906409628775680351095174281623,4334508.7966492921368797781349529150854,49643780.66672527972069203001149591530756,0.2825248186324693982900370023343698911895,27490176.25302943477657927582745620656181,4813024.99722188437448356533777079769853,0.2870554429401034798679702189373466855577,2707945.84402026394594938534886415064254,28400631.30509944394649784408894846263032,0.4169623273215994106808703588687640917566,23210306.91969879731384402897966545940753,50789924.29661539207846693830128907868971,0.2766871902304567137197437877772861768471,27543726.03347031204128718571075813951685
1999,14623332.70892601567352585104917594418482,0.4033789912236786278081887717623091690413,11561540.58505140778509034794672564283094,21819463.40435871544760548008273644026013,0.1956858240301793339411941736795094731346,8368728.96530942350103026812766030852495,14510781.76234360717758297023645134132241,0.1953893972845869835070870722739696025641,5557095.68923808887368334383696606131438,10366074.04885007346618126767322592501734,0.5358760276599347409370649579434776089399,10887663.94410396681216817803984102097661,33445190.00287125112027842435062591753853,0.1928372104969559156151281410028066444337,12640975.20360096338904364996700688451052,2131283.09169529242206354843682239317752,0.3444510538576496115980929003647906627799,1438880.50572672896561268931404482582267,9434657.21039575805530354478541272492774,0.2245719536127288758895164534889636034137,4152768.4267537886247944775191152177424,36442796.11328473112113133113191238444506,0.2071218689106508397651518698948127828108,14794276.07705413857889324087362261941206
2000,28581236.70563544737961086421330472916131,0.3985796882204934418800510788667373893416,22328124.81357306743693066668790876472581,21546654.32280948928462858782426732225917,0.1637354929509605283032836340757872287554,6914786.05129874640341808245224204002454,13803286.17409162926461217950300279977252,0.1629053473896812624269633599074046041553,4407313.09344677926393104723455403180253,20996077.61638000396899438907298871174632,0.5191601100635604713106561170359154063955,21364638.89379688645257895610878991812216,49792724.93054814471488853701528991976659,0.2630974307630214488445205653572973825259,25676662.47983744246899041242262363047715,5361790.5358058863508610543260592065603,0.2310602386597322704289369018119431496088,2428237.33765973165693372003064909342948,9966736.70216741707977182913552133334139,0.1982408525916758853510561708668904694314,3872596.18753305687086421976132880963433,50127891.02844493666423945203757205142054,0.2649568271948931672356621192710572549392,26032184.843301516399815206195865388356
2001,17109269.54344708764031924120844748881319,0.1911370693064494836464391429550354125052,6409622.65147679975841515300576680294315,15745992.93007944835915872792488640076552,0.2137022073821082565071790895052057598901,6595308.75529885546215627925960995537015,11384986.52984200312590232109510284128737,0.1998141147474359170156020374862741134896,4458766.76954885003299106890868068621697,5562171.68272060388076333203326510559753,0.3526888791379119156528758059266278155696,3844963.54884867188153274900264296904362,32462100.51315768324758713607398890464504,0.1787234281458822238401698766541333896664,11371406.26151437758914183617707050481485,7991599.90658736221237235833618257010776,0.1804303741019612068464834553522519485615,2826177.62720476175757293972262061151994,7916504.35437656678043995766878337258601,0.2616846265359029770587933086815132780125,4060389.87147196792132500379619283005715,32855262.47352653599947796913333388957866,0.1793146701926969654060976217306365872372,11547203.88688841167390746848689065219465
2002,26527895.24803520301528590024500307137728,0.3021396415043397045032816215089608811632,15709652.36980782476798181753996061669185,20710852.54837992140502189133230800286794,0.151003656378876765981966538815724711245,6129732.34459712585308461362763695761995,13985822.58615819165906821904736591708136,0.1625078964388700106127312882787555070586,4454700.95254985693073009832246487764031,17434634.97942455992063065478377112536825,0.4318087159468938263174970855041821885711,14755717.59319751301437307834654728563852,45106069.89213730527074859642515876777983,0.1926616306777187160165753297749646759713,17032809.59860935737068150515259603450635,3616455.33061226292293614590503892147944,0.2591670935484429304656904644305599084065,1837041.78528580476456426974973797022284,12201834.90022010991767277184113511031613,0.1903398218355236910878712694461954993542,4552090.35870976660376547265174436645294,47238747.79641512442030779157731107424524,0.1950406911253680627785475990976717717791,18058416.91549513643865315877935944162042
2003,27386949.0436544108627518260620637562678,0.1905055292768763250891255018821153200812,10226035.83676684186475603063793077592395,102920178.526257293333677185544364926889,0.6689324388896815737169151187243668371144,134939426.223760220301150768757595655605,78968987.85877938994477704468754747232815,0.7389584578513048135668854075761065758938,114375410.912955981512008068530050015787,15069472.65070433770622787525213355338031,0.2148019590876011150870498144608555171608,6344426.40566510147105879626562012899238,129439330.204176657675007978071252783105,0.5577852528266834396796262510765910272294,141510725.066360348786504004522257566416,6465373.26913396203615373240012165001572,0.2315743198349805765750211316422359358357,2934540.2578667656735235833571387901836,29803293.79129401450927035926662600743168,0.4384277079620828871236670845194230993655,25610515.98180971615006839685681474784338,130307127.569911704196429011606428683157,0.5541326417612974053328991427027995369944,141526568.367657463281128322680475994255
2004,115668391.705111165637707085502073749155,0.7159148497252141677280856718200122628771,162305089.760422863433258859908034276532,72796099.19867315876036796409732832466488,0.6505253880073558648929425819551069232713,92817192.92621209495809680258127112582152,52295780.77012490312762963793248687290917,0.6140294732534784732455392653302998378968,62937855.41053199883372117393127815495673,25589807.41017603060626927518421007862493,0.5596501753122692357186682895563748626141,28069826.79849195494706437716181091537585,183709439.461410592710945241431813687601,0.7019810597367406861956374268517024705963,252762672.113656687349146645230987542534,59610773.51371590611154714696360099856781,0.8651601119960557598054926465779569010416,101082812.439024016611109117424660995479,50968129.20976748455262898951910412371755,0.7883482025589355710401872366949968989115,78754040.77861108427208497760560514886326,188464490.903784324398075049599402073819,0.6857097809387512971357647871679421656283,253294611.753839781678807035718346319361
2005,103263286.417496626651912256425125763903,0.7202330563020145896011763684698837292233,145772319.465317256448835701188814612887,38806836.46941026010845236377822627134644,0.2066517757920623849668979329287808478732,15718223.27178056584714551999254790068083,23179984.66080727002550812472207452687962,0.2273034347602439637332527144436605142989,10327024.65693887176927190629142395146915,85133278.05544410570490164302506761963561,0.8632411473644241721936359119919112821935,144041475.309853202617765796752197729828,135819796.315047487783701810856120514783,0.5216112925499190361834323578220576959358,138856473.439126955231687383498968356138,9364476.63801976332531374582547582515066,0.3256299948268671016052596261797970925251,5976734.77922159898409648951166268784426,24392383.53263574770464110663073406358349,0.2299681342193048446904325236366656810214,10994563.02311740021182708002498329199006,142070122.88690688676036462020335203525,0.5327434445443462386198960316067169124483,148346376.20187429537262608546472266202
2006,32489190.40390658972100262763719815308616,0.2856483917325891496950009960811976798745,18189750.57563678024714176988532699060264,34801924.64415450688224408591366304685317,0.2229027638936792925210623093541011175651,15204592.57632311792353552871890695373627,23418766.86176605882189328267745586863273,0.2134318918625955449348939438963874922187,9796690.96413574741373240048388734230152,21384143.19714965376557830173012801167607,0.3702836412734767204633086940646714493499,15519668.88076587914057663014289396366187,64508452.55761726613239528950725518072827,0.210957300896361474336070847863266094172,26672716.91164961209517745767164388140443,7564523.21914410421857027050867330559407,0.248925404663093211071980358777223258183,3690683.92668126891013559237524509319364,14923681.77000127979720485863460401403644,0.2358445262328685890175739640116770868784,6898550.5671242571569895838285647440695,67291115.04806109660324671355086119993932,0.2058075999123233524550289781657367107839,27144084.85159233995387860319695664160798
