"SURVEY_YEAR","NUM_MALE_LE119","CV_NUM_MALE_LE119","CI_NUM_MALE_LE119","NUM_MALE_GE120","CV_NUM_MALE_GE120","CI_NUM_MALE_GE120","NUM_MALE_GE135","CV_NUM_MALE_GE135","CI_NUM_MALE_GE135","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE65","CV_NUM_MALE_GE65","CI_NUM_MALE_GE65","NUM_MALE_95TO109","CV_NUM_MALE_95TO109","CI_NUM_MALE_95TO109","NUM_MALE_110TO134","CV_NUM_MALE_110TO134","CI_NUM_MALE_110TO134","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL"
1975,83891970.97396871937601539993184007220327,0.278163331790052728837381637213836283552,45737913.50684492637925548637519346808701,43062062.8226409063771091588716712941873,0.1746544016746853383231012469270891365629,14741118.48164547596491939282174912680363,24915684.64511499961188419031116521478333,0.1972780223531946975606506152110977378067,9634021.30503372770587399022082754772359,53965440.90756189940889874655039643827667,0.3851713067713458171125070669322345511387,40740441.21392062000033856470162834847765,114709218.575828428458112149080585974597,0.207448359861123431185077254691034743239,46640628.93883317205801085990306586243466,17500949.12595118745991375632218491132632,0.1898983940513252095832424569037834979045,6513868.1814484652415383137696473573771,30571959.11798153927242786561976480200413,0.220386358191997810577689690117177021016,13205779.75630092221572658214819935087041,126954033.79660962575312455880351136639,0.2189163905670691007931732106234706448596,54472944.93949962726061981942769905936587
1976,141380947.446081964996012602722545396312,0.3116023236091610926542322745174286115914,86347078.20699710673709986127094755969743,76207466.82622746584610438127181584694699,0.262535912206585605129875525000516994234,39214105.7675464082735312828518102778396,36352391.66602802188495607891526129765131,0.2359035365951208614909909927488578816373,16808289.20510573584325044217889077077171,69787940.23170313324083710193166179944658,0.4664870312450769636597614017711150407771,63808131.34857628385430162555712322338255,217115494.247778023081755392153101292545,0.2442656245784332519487878005266240703941,103946349.543853912383213436787759023056,46524455.13132074863399543827759513576208,0.2635770991749877857535215428667097832368,24035050.61145238076654019861846378517051,64923627.24325752708232836486984301039915,0.2610793599542974067533266939681995990508,33222429.33129888026136585175657016110613,217588414.272309430842116983994361243259,0.2444858609625375414108017017442528296922,104266689.965724170889430851343723471506
1977,103591719.062746549051703648103363440831,0.1775989553137946181655999913273907994532,36059650.92601962532090887736177711971258,80552356.35032781588706345812740599858557,0.173438426485715135841819053414009444192,27382912.9128302209699544145733236089056,36088154.84141309594599633009171840743925,0.2073333710502788496631315675372512868905,14665266.44457905225592530848714860579596,28371900.95008287216549775433034306797209,0.1997321835728473183528644578235364242134,11106892.18859028319013161421991033349452,183021539.726814281340788362740001409632,0.156207726831437943631504791242447231606,56035182.21655413057687389656188283750191,43187805.00222296373143825106652947101128,0.2287621802271891841813935115379435763307,19364283.40580905514003758395026397953557,76496214.61935543309583477074217849299348,0.1894032805889464706630505821146216616879,28397722.64302241042131561927145037082523,184144075.413074364938767106230769439417,0.1553365679711951616795113546235592638318,56064445.02631599116249954849242618000165
1978,90148464.72820809834375520080200567094079,0.2975128660163675395433865346779887386038,52567843.09219863744999499078401992373291,76888627.80655132765161335101606321738144,0.2101797678451611650047327163076041677217,31674450.52693536428903563780479125351947,43763250.30897670469217582312745330832816,0.214459200194937759322573196463478791852,18395446.05202025345113719839698320704381,48215574.55037473656601631398597140628713,0.4507764620218371804696840863416169062875,42599514.3759293911835811312967876910978,146367171.54661362135878022896896860653,0.192362170599466928672944177860716883261,55184793.37349381703778634240866228954677,23002007.16826500111742040616915979307827,0.2977463718487395674439877697714482925487,13423577.79199562396418484318671330972643,52056260.50714298361975600853548438062868,0.1976700494435955303950821560694241215508,20168328.63305946010786109452311195814615,167037092.534759425995368551818068888322,0.1955495609090615350279269989439857120156,64021498.99736903296277445653935760463773
1979,34166671.43626517609836527292636462322967,0.2683233018924142019260916110718944982699,17968719.62512573572927748624207225209042,41999735.90437557678273125787141479380407,0.2451750689593089712034746065985495031025,20182684.76739097207391947110838937756221,25662513.65672188704934288195505613590547,0.2370009493534886457435346596099395336206,11920798.594902311130963126154243564954,22360980.09183019090238248175469816458309,0.369364934334166152321164441968183365904,16188349.40880225195931459971920194225089,65401960.2326876355078677931119265066904,0.2041627369378910396440876560599959889852,26171180.67632888888106529446328462658624,5911822.58123889015650283166560285084052,0.3486341277542324838785248026814117998362,4039683.69373407152860210766482484319162,22231091.01084978477286833542242226570463,0.2864229158707611790492446801578425796142,12480288.06421909148377532238439256689643,76166407.3406407528810965307977794170336,0.2005580694232288344009457842496210907885,29940543.71783862266285882946168641236865
1980,70288664.59643115910448919971236406952823,0.357227346471834895488732805051548328023,49213704.95603054115490020196084606438997,62128114.42016505040967779707201719377812,0.2237548775237941140768394158365575464559,27246878.52042186373913859407428375241259,46728521.31347788945035936216132904922497,0.229783629467326266457087805136670260213,21045400.48502243244523883019736836288469,45803231.31369634978055100200234799400497,0.4418043482125468386543898194465275952431,39662690.84288921734929005637454572713624,117570893.694341534347967663824884831962,0.2465691835303036461638798457890613805143,56819144.15967815821376009749352191272571,15981637.43202144257714348159220560342201,0.4074437616886058557979413321604528207897,12762772.20756264513372456689935102186108,23903388.9574005277061131510284986166544,0.2670336705006937867075235436258328891403,12510698.99377281321482654911757384412301,132416779.016596209514166996784381263306,0.2334465501324859307319100671286036157607,60587990.87251707061072194401248414727082
1981,52472578.02966232204855869698144197040631,0.170013182483289672141983480250081211793,17485218.76849424810719336858597928333854,33292325.67883101269257125463541419977531,0.2160321838764981998833115293203777169664,14096739.09254194881150236411735219427865,17292469.78783516953076166302973607997911,0.2300966990897184092765984594503543948743,7798722.82588752926404522029021586369342,23787969.54811813178255044284166286343085,0.1818518434191032355413212711550037885657,8478736.78250463792385887257976198503612,82351843.81465695021268065600939293068765,0.1614589785756633525764458385627709395319,26061031.38882865936214178879964632370575,16824352.12532176760684593488428639466705,0.2068686973274873300313898275120513698011,6821646.34278674357808539915364614457172,27860112.24721826582097191086117083210429,0.197012387002540373034665361143329964762,10758022.94332703228508011758655078722334,85764903.70849333474112995161685617018152,0.156597814274829638529851635251139482319,26323969.06599292240001656454498765205131
1982,115284608.560812368239256854066472099992,0.3563863516072272282540701185553775605427,80528287.64125226026522138293712177029137,20932383.13541662433745620604569403162144,0.1891399986854691448429047753655834494725,7759935.80068421617447413508195459341791,9050157.70705230241104205050571940846417,0.1780399152971523434711330174720323080106,3158127.05071534629077029229003917003155,83115609.22237525683315582326846523501892,0.4285819445365605611641234549894361057661,69818824.86685828864194138304275442432597,124194200.74251140211416386837744745611,0.2976577528594068843779777568025871589455,72456038.75392461077498564369157612219772,21139532.58777667048958833211665185337268,0.2943273875255399479530886006707189378418,12195009.06413979586455889992337096170974,22911692.17902476284292685422132963475868,0.2156335787759313242845270011869287225222,9683439.15353622660032411203879399562297,136216991.696228992576713060112166131614,0.3093195142665227279418992240925354221959,82583764.4643960431974946948734573763951
1983,54183432.50226227786722468524180916630194,0.2146282624195926854698737192466552484425,22793420.10098407800807060451960464096835,12689359.27709238677054558612283392957644,0.1681799572821694269836455195436424310053,4182827.96627261593908480170042928377882,3996866.11693477891062926435815495925203,0.2492306301632404238814306674599069084413,1952437.26356344712242790853302363730592,30983012.90444165529729211752411537914422,0.287598169296591715158848193249275753066,17464889.26959579005913698424518447962714,60599710.88054210898435072511818183071373,0.1987905598682860996671359751740933462247,23611434.88944649995214162533713956940217,14230674.09142767747489715712386054857304,0.2169346300683693534668676992082595152558,6050766.99850888708873733801862213175826,17662238.66655055295495173235851220890907,0.1415331083566233968565106241640266646201,4899591.41646634817844959236973355645443,66872791.77935466463777027136464309587847,0.1830144725399267607697407730668152422126,23987829.88095105082501082532721350221766
1984,168186036.706892774878486243345517508705,0.6954953642845733079021754840417147227693,229266313.379396456820171261350468071425,16158843.75794697705164061098788564577132,0.2176923081059001672103136441913166554337,6894605.74822058626249773120985571315352,6266140.53165882992299609221164892919152,0.2572840743389413297113325599522380777287,3159869.20607650493945531968619131412835,137718573.618897549388659574877206135235,0.822957080133208334773366460066856472508,222139491.442015714969440028658039628157,183566435.608884771997003601205365910926,0.6439225284223236931794725999126617718518,231677024.167463643083294457248257657393,20545449.72716750549244982089041615249139,0.4992621048640884534749797127232338394567,20104826.37328332284124480809261623271311,19814716.58711586712602136635413193755999,0.2056702425827542425106101999247129690878,7987583.23167406347310614727578522326798,184344880.464839751930126854333403154477,0.6443016401879224534526870560617807002562,232796469.333735803179371054441631199514
