"SURVEY_YEAR","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_MATURE","CV_NUM_FEMALE_MATURE","CI_NUM_FEMALE_MATURE","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL"
1986,5769430.29527475415878004233933515103249,0.5932939848056212802858707384639730839969,6709017.84828598893734573252679024393799,7112554.60840929434501760150978267596977,0.2360224562582526235023444761095120815359,3290296.31353752295224817837212709157833,12881984.90368404850379764384911782700232,0.3452509308760628482580941894232639685891,8717133.86787548085375930894412562481337
1987,19716579.3319125451870428451962108538768,0.4218474756059607092830845278462693074964,16302082.86875385434897554113372922939566,20233182.519896845753840752195454938238,0.256450401402445077174978407656151108339,10170063.24659790329492892000769985232872,39949761.8518093909408835973916657921148,0.287059388664281929970157118517853632413,22477190.26034954850738534409549661620011
1988,3330000.15624895070042545786355965813501,0.3055093372344272603667455736029512331591,1993998.4358232660522025691772778221,20592055.61559198952290071087613532655599,0.3834221217696478854699913398420261717218,15475081.32522859177678236024111765456379,23922055.77184094022332616873969498469104,0.3517818805904892759070466741824019579387,16494077.70333719783115721994227553072
1989,4624261.38907738107811524388140177648091,0.4979572575335954579004398528025047558742,4513261.65806999593888575601332772030596,14551295.58459640148658678941412988580521,0.2665031403140890820085962951540212204035,7600813.29910962021411223628999576467119,19175556.97367378256470203329553166228613,0.2812490196680370998570851396656092867429,10570488.93685131353671101423518193117591
1990,7765435.64073647514981446177196829976641,0.5656817007178071234617596613418299688673,8609819.08653030772754017935248562408525,19048514.18318552809995625967520362143369,0.3421771360874191425442263229828956865636,12775213.41864909595151128768544421183042,26813949.82392200324977072144717192120009,0.3336704718287781463074782582881564532827,17536165.64710882554285802279149136727639
1991,4884964.74391300461173749689713391017896,0.3099486834245341294576359947601766741069,2967613.24626416050989985675231647693035,15868597.90618951673222365266066299350204,0.4211397367321006456461864128093091762212,13098478.40325962456578674489441369645304,20753562.65010252134396114955779690368102,0.3617598735985789552689817819625690114665,14715300.15400170371885464971064123494084
1992,3455849.97836087336791259459285841940392,0.2716691513181249397714858599190329179955,1840141.74817995545518115078471133709903,13748153.5856625709525326464012802227928,0.2706942809830098888026585649675662189977,7294231.23744124103308039782390578322099,17204003.56402344432044524099413864219676,0.2562837721851383949911353389517170956991,8641849.58294600709171588106423422126398
1993,2991828.52342092357665033193550916864818,0.3049569059793071626244500022967718960736,1788262.38865724457827383372285658600011,16987209.78193369747935351699048281031742,0.1907932463400114650084853590630114380844,6352448.00508569963113006514784391858613,19979038.30535462105600384892599197896559,0.1898875757033098413844993249430642451307,7435791.45142721142708771738478725840616
1994,4157324.00331660045398733736193106121222,0.6750150197574313276164874090668884155746,5500262.04270412517295020211748106468151,9967925.38367358450828454547400271025187,0.2793126889256367643952461647410001012294,5456969.36217099767082270931450273380548,14125249.38699018496227188283593377146408,0.2999062729726175358498130705507207305927,8303051.76098351477234123881148299519341
1995,6112179.30379000582130393459309117394029,0.3609299075239547101232430168758496016623,4323893.88933804310054448047702647874268,7741366.68119255372556817655817376734457,0.1711829371438302720670227919841253349049,2597372.17654809669499114299476716742127,13853545.98498255954687211115126494128482,0.2118212303349545105979566840369618109493,5751571.30388011501413711592541313586087
1996,41470261.2267112156866562957848107542151,0.5965450183200057926163679012351023756726,48488200.37671878139066123609823456423493,18532061.35064659676031499435061652297182,0.3648171479968757686415189689566800280038,13251194.98615420104003853592958832261524,60002322.5773578124469712901354272771871,0.5185764077731993530621696499914235074154,60986946.24442130382509501515087419389921
1997,6500358.28566952287784757564832916016576,0.461847152950390658958530897936967150319,5884257.05609214464387683154092024685119,38492088.27919060396533657937461405842878,0.4594345883611863634601279349172655708184,34661809.59807626772791198527187590138558,44992446.56486012684318415502294321859457,0.4510754121639720835597703142499869961812,39778173.30187915242587246343997102221034
1998,6299349.22015935422307730989843460518676,0.2980137292398629547700820669582312935896,3679493.40365246682092131572547557498147,39785696.21968040991372271878646146835846,0.2417244842072115716773806381235133484263,18849666.71915302657551333942001841155494,46085045.4398397641368000286848960735451,0.2197965635844655011720599946443858688857,19853495.85580901631076353124545694151229
1999,5143437.30998017921746687933909302031384,0.4224738537977604035984207501979058587419,4259016.85294444409217637261599330118341,19451260.14292861062150722884559496691889,0.2801335213338522779992865175527250354329,10679941.99651002880927995441796441341315,24594697.45290878983897410818468798723275,0.249094813608501605812048644814340968043,12007766.69246801624288203144948739815157
2000,17633544.72573943999214721946187195638602,0.3787378707027866635676529023742578037817,13089842.71744306309489243506708043692914,27773977.21216198361707168690431530867421,0.2401030919215860565437294187225266738429,13070490.89505553977757839564479972563396,45407521.93790142360921890636618726506022,0.2344151689101697908272592285936584919914,20862655.37273618895291635365991934280881
2001,4322430.51355824264113986164501491238262,0.4998170106329992365534293230540336760877,4234431.62399285940525782158464622064397,24559702.26813485357257937158616347480707,0.2524235595351007531905501596207788992029,12150917.03658397893659598712983637761918,28882132.78169309621371923323117838718957,0.2361048912130275656352151625344869548551,13365657.12410685679910644288728674169933
2002,17513823.13892551186794911513835852415864,0.4668225123857082276759638980784596940349,16024659.96161662990310104591817077058393,20765417.16459567007908320942649992929876,0.2125419924602318388439344851071051515679,8650505.35132488096964456021985619386486,38279240.3035211819470323245648584534573,0.2978574006300772752974309342156442234327,22347439.82920578267991370206904920929947
2003,16411661.76367971792016032748856989929827,0.2241469705525569286988756307064157037152,7210103.56148160279283486232547912303978,35646111.61194424790374315929365725552272,0.1751697168032079234055837321110633204029,12238473.78135163818095355021223860828521,52057773.37562396582390348678222715482088,0.1599712251975361478492297035991166549377,16322381.74439031622205637191386382135888
2004,24509550.95044994544504935939905254180025,0.5209964291521498715727105065097827359502,25028001.50960192099708133997620055509262,91116697.02435983028644647175564990037706,0.6179158943952270152069265199181929752041,110352812.458846600038795276351106355866,115626247.974809775731495831154702442177,0.5370036531735546276936009953836552680911,121699766.427839377054928206182563080697
2005,84901841.49414333962967517884173953020193,0.8191198866611762602565030326383149084758,136307782.092735374383289523470719647492,62919214.82393909509535301245926383010482,0.2824068306119803649075167702115481622892,34826879.44432502513292792074500249941871,147821056.318082434725028191301003360307,0.4775891305448357999756599994039185962988,138371550.335817505612198371146790226061
2006,20494782.97572147752597470276654797841148,0.2729228839680860151526675070049067800397,10963250.74102651737023556892668823373605,51766664.96382703747811956002908143611368,0.2350018755448217102494962932249496929177,23843916.18011153728821425585812359330471,72261447.93954851500409426279562941452523,0.2223731181533954212873496290061091457536,31495246.86116944192477225644926872748384
2007,7336589.75891618682606895569398119379693,0.2757413284787146808896431766139810153352,3965081.9729886895458933249928771327507,78360144.14258647626530559149645597288857,0.2225890358680852527602012407529099322859,34186533.51295772291296400876627729127934,85696733.90150266309137454719043716668526,0.2189414620503008569293117994861699383345,36774633.69812792936259923426332867397678
2008,5750876.312882632010439867586145962014,0.4935516696150001091027430767775991327962,5563175.02770625442786025831338498101272,62161821.63010863137086645790089279115592,0.2437406736089729709083595364655896965448,29696673.98269166797446909513675833096912,67912697.94299126338130632548703875316948,0.2489394228365256260286043594707230504422,33136049.74523111058971910320135266851294
2009,1718549.61193330852923477960084650701114,0.2994655753814800164793047416570861309028,1008707.03878408577189541702362338913702,57630940.86068965865204316979660670970715,0.2683835549399432794461242492752136338319,30315705.69414202905927917188735148835839,59349490.47262296718127794939745321671824,0.2614940428727704610920643709171240901643,30418294.88400529830344645448147374293429
2010,1795509.81610471859732225633826080168766,0.3852044356553359536289144600548387251573,1355611.15703541896477704672951331046452,63263263.42031275310515148366434179998251,0.45247338490592798672448011820101275144,56104888.16236920173566440903014432465466,65058773.23641747170247374000260260167008,0.4446923243810109800984266996286703196116,56705028.7000840040055565539333326246278
2011,33356840.6439980760551511060119588325307,0.9037377417232303575467323459737648982838,59085838.23587183304611244614016494327151,40570033.80726716371924700232137171769872,0.1894724342473309819501432444478742718176,15066330.00340046848702967178528738710118,73926874.45126523977439810833333055022946,0.417868713769684059804915120374868771716,60547786.76232772269210437934937959261498
2012,8203265.37239923856379821214329249486604,0.4829601479876783398234857911001640225332,7765226.50614282170626153166765038293176,23308145.62477573655087166162489313770333,0.2710466422531580674484488199700707765119,12382485.43313647697483671169320827694441,31511410.99717497511466987376818563256935,0.2823620481525647598653618502984549213689,17439348.03670557491747868844918209624385
2013,1719110.25269340039908830691535954790822,0.271957591231347274562184945402156519297,916349.1634318754153033627057346787881417,17933939.90229827071330153577054174479197,0.2976798135721464853508421799600536148926,10463600.8979912472323142323486899599372,19653050.15499167111238984268590129270014,0.2777683155897721391246938174633456295331,10699629.48999655963814778952853246039688
2014,3019197.86200315394624312527329804555093,0.5655581899341553058298913037958690389255,3346762.87265964770612131201723367059585,38772369.38385521308534202467397070334128,0.1683158176644566022351454721738856601311,12790965.98903858989827886454993864408696,41791567.24585836703158514994726874889221,0.1613511661300210692102828274744770982713,13216511.49466006327941703830667844217445
2015,3418693.77771204291666099403431327946667,0.5237914136974314673017915770446025755255,3509737.59577975082879624784596890690219,22120538.18206664781881099479897183451929,0.2217326711506019562958354877037542148324,9613498.19606109615301780491611359524391,25539231.95977869073547198883328511398599,0.2371152908119888883761912944329703116794,11869255.12998521971078573491188214954622
2016,4219150.39405632076286584485583369186067,0.6596480732167758038457630794021491103099,5454982.67898006263130766015372262339985,27466119.63144291549190177137260091937977,0.1863546563292221576673426606147295809635,10032140.99784509907716910398822160565056,31685270.02549923625476761622843461124051,0.1877778771908896920427060294457687010777,11661593.7774724128175384859653466448256
2017,8336904.06184494934617675924494623649063,0.4125847659620624491499686082305590524561,6741772.03796075381569238576633980518988,52079418.38938256267534801343471250737326,0.4595342323448958249240510673994792260011,46907260.07904579104595046494193642747176,60416322.45122751202152477267965874386381,0.4282084856280260703142007568639649140063,50706732.6103471039744754333583503169275
2018,1426538.71687512556883848023649730307576,0.2905261771011653065223640040120160044025,812315.806205042415157840386705895393239,18612410.47703124736228717460628113388273,0.3128768414206239598482683190053375525382,11413848.71450422443913765646346762216305,20038949.19390637293112565484277843695849,0.2935477227940364130393392521975076431208,11529480.2899909504926738929832370566916
2019,1974759.20315175576569776741571244414881,0.2620269882252806996998086830505092448738,1014182.80468513921823528443133223017141,20026196.92558942812062726499989520775748,0.2048556655472385106942887106662791290738,8040860.60316050063029976507444340274767,22000956.12874118388632503241560765190629,0.1892121084722240436452363898255812611435,8159180.70314707774317668724961845478806
2021,1385067.63156217418496859691464607937514,0.3019353602000745543936122209525208678244,819673.7527048908596575948254271843415443,12238748.54507671855577665006282639481715,0.1657636544069521261680852678852486863818,3976329.78103138322757371535492162356863,13623816.17663889274074524697747247419231,0.1548935042608157226156958677066478389125,4136071.63284938154036784210133157096236
2022,5695176.45508052759311849165836824990357,0.5925740025642960985220897073715138286363,6614634.47430213435136002016458050589321,16804663.37780476994267435177676491620977,0.2420420063560834382515933886986453296328,7972171.50260083082674461486837477987415,22499839.8328852975357928434351331661133,0.227548383328303567046896278931806727914,10034812.27107288201357271870866685389639
2023,2669063.16555623744306263538570786680291,0.3276606109548011774697794804481582214056,1714111.86030610031010158947818066579829,17557663.38739967154921032710172217854054,0.2894127794628558016195065983753419734701,9959567.83716829542142968394422059200288,20226726.55295590899227296248743004534335,0.2698539565303842314312718768298889656519,10698193.88842773141050966844894850616602
