"SURVEY_YEAR","NUM_MALE_LE89","CV_NUM_MALE_LE89","CI_NUM_MALE_LE89","NUM_MALE_GE90","CV_NUM_MALE_GE90","CI_NUM_MALE_GE90","NUM_MALE_LE93","CV_NUM_MALE_LE93","CI_NUM_MALE_LE93","NUM_MALE_GE94","CV_NUM_MALE_GE94","CI_NUM_MALE_GE94","NUM_MALE_94TO103","CV_NUM_MALE_94TO103","CI_NUM_MALE_94TO103","NUM_MALE_90TO104","CV_NUM_MALE_90TO104","CI_NUM_MALE_90TO104","NUM_MALE_LE103","CV_NUM_MALE_LE103","CI_NUM_MALE_LE103","NUM_MALE_LE104","CV_NUM_MALE_LE104","CI_NUM_MALE_LE104","NUM_MALE_GE104","CV_NUM_MALE_GE104","CI_NUM_MALE_GE104","NUM_MALE_GE105","CV_NUM_MALE_GE105","CI_NUM_MALE_GE105","NUM_MALE_105TO119","CV_NUM_MALE_105TO119","CI_NUM_MALE_105TO119","NUM_MALE_GE120","CV_NUM_MALE_GE120","CI_NUM_MALE_GE120","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_MATURE","CV_NUM_FEMALE_MATURE","CI_NUM_FEMALE_MATURE","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL","POP_TOTAL","CV_POP_TOTAL","CI_POP_TOTAL"
2010,962843.7946176741714377329956401061268076,0.4463790419745629143238575995225706016796,842394.8496006768171234508772430521327006,1013334.91054430917240775844215172333822,0.2852152170646747134735223286105269546826,566476.3314814114324824580326448563843233,1162099.04354975497854855748420186839465,0.3839620250057291922869454559206625782985,874555.7279564265974408429747223530147934,814079.6616122283652969339535899610703708,0.2719009684824742151069902299494504810537,433844.1348919295667071473477250796956523,168358.7617850413706683374337339635754311,0.5163415024958695393634988271671533698438,170384.0073961275904696837532609297087511,535036.723792211568751290620622060352183,0.3426603914424545002292741151524982406197,359338.3506930261452603502707378291119494,1330457.80533479634921689491793583197008,0.353464286395586436042230966937682461705,921727.864734519614334700958314958666228,1497880.51840988574018902361626216647899,0.3248129140324921356352831738180590638931,953600.6346721413424690332701406652253146,645720.8998271869946285965198559974949397,0.2660174282214968947924374686131650501202,336675.1057169622418808811235251290330277,478298.1867520976036564678215296629860387,0.3239261489090660889358560704911151654966,303669.2477430006885106903295764746952396,448040.9439958160223597298300876248524438,0.3137370636997992835361916219482792027848,275511.4183656057281034045495746607098512,30257.2427562815812967379914420381335951,1,59304.1958023118993416064632263947418464,1976178.70516198334384549143779182946502,0.2777598729540595566740518750216693611303,1075850.16631740840792807080094865362089,1352354.41200781457061685887606058943203,0.2738223092931146933837856669946815212126,725797.4238342756387603830595954060848789,933975.2845488472695281409074476470754196,0.2610573176392502353630666973437171919445,477889.3217503279864299830533946975481283,2286329.69655666184014499978350823650744,0.2396628291419862783062031736892505735611,1073978.55711909281680103421025314729677,4262508.40171864518399049122130006597248,0.2343343869532326487026122817846045006781,1957750.49467149478614615603052817708351
2017,1350506.71651575874738558893062047437232,0.4956594718559192092928833208113844504329,1312007.23385830226628181359487091231662,2748563.14712889359430956797955885540914,0.3422027081175560903787431174109466919585,1843508.8746640554954742225938799895337,1668482.94754779448149651138136213014352,0.4367463259472152615085069572417912292639,1428259.44260427584574038696581549109317,2430586.91609685786019864552881719963794,0.3123349801834325070897208751405754019071,1487948.33989551596191232859222882809121,703461.5257835155051153687997814164907653,0.2786652515877493762594270909775548430527,384219.3548069401700783790277497716365974,1087689.40211346766897869469161203148229,0.348347048332044903198975166633648999385,742631.0497474153657042745550588524113807,2371944.47333130998661188018114354663429,0.3541179364537916164695292713816810626541,1646298.24126695574459376940812217676405,2438196.11862922641636428362223250585461,0.3529974809322451296560562877798209997946,1686927.0922739930946862617472757030016,1727125.39031334235508327672903578314717,0.3465959474961127831252310812523973173243,1173284.73575648314880020764493902308211,1660873.74501542592533087328794682392685,0.3523902640134803620664280072860563251895,1147140.44549812585844527687534244247117,894126.0055738835530412287346853067214829,0.4140625008334928258887645923473399917249,725639.1378592401887443847830379865521122,766747.7394415423722896445532615172053753,0.3725966544793481773137555012885534796698,559947.779389222429835175488541609337661,4099069.86364465234169515691017932978147,0.321167992082796306819397745210559083405,2580320.47352715509484060983307982853976,2342964.08474570625347888663279245511904,0.4639508387490755225829296685948610693072,2130559.49846239173957949877844479554174,2393475.70798423193309349680415141415396,0.4202723488827720451032354022074229196114,1971586.84926524233639427746889462131983,4736439.79272993818657238343694386927297,0.355131440584795925902596940916862509202,3296835.02619725693982450156835843572147,8835509.65637459052826754034712319905442,0.332207259658352444793556778127324129213,5753032.0832330634006322475733107721784
2018,570591.2693427791927210559200288706013251,0.4967908078532776459263833970331137276077,555590.4153956197633366847841836081939961,1494133.12158061121390323910712657314558,0.7389982482458897897176084592567140667972,2164157.04860870012356166599986757208365,677657.5650305330287854167508212627907158,0.4953376156347004305877759646197459658834,657911.7936589207147075460597757055572813,1387066.82589285737783887827633418095619,0.7221205920090674489912031672517951478682,1963193.85424098098165759397954919678017,556125.1127605518123063569490620978818842,0.7990730157794374100461614710707177908948,870993.7591683375014591347676645408571371,663191.408448305648370717779854490071275,0.8259936769132633931594058268816231466477,1073672.14352454367394739698638964551107,1233782.6777910848410917736998833606726,0.5816873624862925555988669633153144340352,1406644.5517821200611482261399395186902,1233782.6777910848410917736998833606726,0.5816873624862925555988669633153144340352,1406644.5517821200611482261399395186902,830941.7131323055655325213272720830743055,0.6845745426443944350527632780530575795083,1114929.42473412746009932245075309008907,830941.7131323055655325213272720830743055,0.6845745426443944350527632780530575795083,1114929.42473412746009932245075309008907,532933.9694147979348228978919785021940085,0.6588062513616091200607090996700460995707,688156.4520023139311837728277790417967261,298007.7437175076307096234352935808802966,0.7662239198746681103646117977963117422768,447547.696626699023740846810842142750428,2064724.39092339040662429502715544374691,0.6058527070230690036876634244312032794933,2451800.96853508714643638516338078615474,107066.2956877538360643608307923921893908,1,209849.939547997518686147228353088691206,1808945.09106127565798149213745915515887,0.6620594944919393891876235498445908303645,2347353.37420133871944522039803215463194,1916011.38674902949404585296825154734826,0.6795265232745214681164806025715520085537,2551881.89013624658728206370424776221556,3980735.77767241990067014799540699109517,0.6247223935487419471935564577513165845427,4874235.37490074859140697431643178449693
2019,432611.0251575929625053990777128591979012,0.6783200781500345392909983721965352363019,575159.5390111914322824531150427972897281,447192.9986216807776032908624826468625689,0.3742538862182809228846802135204774440673,328032.8865425899356198331018655597384588,464236.0807007714863226488463922471311488,0.6973989437417545171379200301545207647988,634565.1945619586896993447644137231869551,415567.9430785022537860410938032589293212,0.3714216625345723777749213638911816679933,302527.8351760081001797119882093505099309,97763.2532462123232355138576616034690006,0.5445574669548119551017544934031763849011,104345.9107160775924241274337729025068976,129388.3087893908470527636263409914022482,0.5784788733783587640965459679388584847106,146702.8700697633038369207316012615110926,561999.3339469838095581627040538506001494,0.6276323232092078048953432441534544143656,691348.7373100587943183824991474737597495,561999.3339469838095581627040538506001494,0.6276323232092078048953432441534544143656,691348.7373100587943183824991474737597495,317804.6898322899305505272361416554603206,0.4007509198281564143600669694833333496103,249626.6226809445903641491582269975417375,317804.6898322899305505272361416554603206,0.4007509198281564143600669694833333496103,249626.6226809445903641491582269975417375,187860.9991965546403348695353558517063015,0.4570969182583275372836161510458235873874,168306.5402356035323159153021736327125345,129943.6906357352902156577007858037540193,0.478380942180780991514307717336334530798,121838.6669072711134111261493771619782185,879804.02377927374010868994019550606047,0.4510084448336341257181025383100342059011,777726.1272652052580002490338978514453424,193790.4114999744277437993300946416207858,0.5377166517889587719735259462252637194491,204240.4891923187306606306392646682702848,839942.529287986854132937230187547968371,0.4322234889868105472176233163177212879101,711564.0654922295638370557741403046198133,1033732.94078796128187673656028218958916,0.4441334411100963173260704593239712325892,899866.1216347927033332150990753044395958,1913536.96456723502198542650047769564963,0.4388755509334977692545641905613948464081,1646016.99552987420932304895562037831965
2021,657440.4285262178051007600474139659081363,0.3709490164323903989202645853942003687947,477998.6854363919181547127586431228968136,226113.2003645105726983524574202002482058,0.4632140708264047124722135160253517967887,205288.0793765256229312385730909713522826,657440.4285262178051007600474139659081363,0.3709490164323903989202645853942003687947,477998.6854363919181547127586431228968136,226113.2003645105726983524574202002482058,0.4632140708264047124722135160253517967887,205288.0793765256229312385730909713522826,65644.7316246991201587069438153016553061,0.6874798254321841390789374619253878470241,88453.680130265828108234609253267268619,65644.7316246991201587069438153016553061,0.6874798254321841390789374619253878470241,88453.680130265828108234609253267268619,723085.1601509169252594669912292675634424,0.3741967218479879732493893712207240673045,530329.1492289849761164183548620598849272,723085.1601509169252594669912292675634424,0.3741967218479879732493893712207240673045,530329.1492289849761164183548620598849272,160468.4687398114525396455136048985929002,0.5222628810700639686833524896670459669789,164261.1806177126356824593520257099835937,160468.4687398114525396455136048985929002,0.5222628810700639686833524896670459669789,164261.1806177126356824593520257099835937,63661.0770694617802191041529831217759575,0.708404495868524539478781571615111051924,88391.6746873651455654902427979367761268,96807.3916703496723205413606217768169427,0.7388718887118025570608354628427355958563,140195.3902364795904843687349858589968201,883553.6288907283777991125048341661563422,0.3376168840368233542904846041245022408459,584673.1412084103794398276612110711808338,673527.0810203452221630158598917066306292,0.3459400711157650832724809370406926512967,456680.0123608809185515444888868034310337,560286.3196046073532607842384866846681316,0.3762709400824473384859124510839458149754,413206.1419782018998482764949347672349247,1233813.40062495257542380009837839129876,0.285082552260350691749690180683331844825,689407.7995958407329501255417755746201855,2117367.0295156809532229126032125574551,0.2777713192247675945479510546928536078134,1152761.91282033232217620021687967208469
2022,2262898.40545910124196566726936263244145,0.5317065284699313237536201542669301553521,2358267.79667573154870427292473533096686,858407.8527663395143490216765613900877625,0.590732546834845280699046607082503061051,993895.3358918736332492121143705016563569,2480038.54395058865405874466115189015123,0.5322130585858353418540410387050977211254,2587021.44181794065669907179059025987174,641267.7142748521022559442847721323779755,0.5996216078633581392701794367815658430855,753655.2366925208213123334641124683513609,429017.7728854326735288607424263321710201,0.5918511135038664778719035959251626507042,497672.7073265767580263920617965125452691,646157.9113769200856219381342155898808067,0.5890234814957380121288519867228454830253,745980.277808286100382387559604843577901,2909056.31683602132758760540357822232225,0.537947448495724970394879292037457179551,3067242.06941772556981219927583736525064,2909056.31683602132758760540357822232225,0.537947448495724970394879292037457179551,3067242.06941772556981219927583736525064,212249.9413894194287270835423458002069556,0.6513859503456559514182185377531566673766,270982.9943742032299201682161993586626717,212249.9413894194287270835423458002069556,0.6513859503456559514182185377531566673766,270982.9943742032299201682161993586626717,183689.2251114639992212263297664958361807,0.7111919582259038837679879413763504771966,256051.0674355610800548660728773665556555,28560.7162779554295058572125793043707746,0.9999999999999999999999999999999999999965,55979.003904792641831480136655436566718,3121306.25822544075631468894592402252921,0.54106795996988607982019560432863746805,3310124.06677538425790211719065399609461,1873329.47407534113391831721897769672139,0.5004403704208440522034775024872141539111,1837479.80401603543615610114978138864047,2036062.86199747345377996467987003335561,0.5313418479660216654034258888058987565551,2120416.99119070000251244990931441427572,3909392.33607281458769828189884773007699,0.5072875469078241472742665543060686647198,3887044.65421058726059014526213678472091,7030698.5942982553440129708447717526062,0.5197523967314990042241432256279204090155,7162275.99236326638182361422510724446668
2023,1807177.56410837196783765218194395095998,0.2915877343518298750810992877051584446652,1032823.59052004517955461074988522168749,1664373.0537769483617034134106323407252,0.5851788090708053757805185121404679019631,1908953.44925911894079679126528814812324,2004712.63252941331385988547802562387994,0.2861233842638376735972569070591810971252,1124246.51927573455082392152755004626032,1466837.98535590701568118011455066780523,0.6312951350294612837892302395227256921999,1814975.06070193653443573005464909683865,614960.2858824589853607088484803243585888,0.4664372811814222443619271563302499468575,562207.191411866086768475156954549419976,812495.3543035003313829421445619972785515,0.4358680796301133488348379963411562611122,694115.9479857642724161994748781135187885,2619672.91841187229922059432650594823853,0.2852203340362408373954192982749367196771,1464480.61031605108974821232516920984794,2619672.91841187229922059432650594823853,0.2852203340362408373954192982749367196771,1464480.61031605108974821232516920984794,851877.6994734480303204712660703434466478,0.8009900821834051804824804814655108495211,1337397.35348243666458611910822309811184,851877.6994734480303204712660703434466478,0.8009900821834051804824804814655108495211,1337397.35348243666458611910822309811184,650749.9890855461610854956724929136337989,0.8481754009295261726634418597182631146389,1081822.26047913507638073326514404883589,201127.7103879018692349755935774298128457,0.683217097138788066236723805049210225942,269331.2252729706426214627115634769883269,3471550.61788532032954106559257629168517,0.3329543992821112944318942819566379427635,2265501.37908868027469490322417552110302,2089215.3741211771995215575611759261632,0.3305971215403540440253777695727563486757,1353749.63436613752453651875145723974977,552558.3101068236128151052848552819238808,0.2720847471002139417158566868972102594959,294671.6686045319162221594766364937556619,2641773.68422800081233666284603120808709,0.2858140942065286843912178318414851573925,1479910.05920628956274154502796835726246,6113324.30211332114187772843860749977229,0.2707177248228981734183085095028471208693,3243771.08249839417901273353294670169755
