"SURVEY_YEAR","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_MATURE","CV_NUM_FEMALE_MATURE","CI_NUM_FEMALE_MATURE","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL"
1975,32649359.43524772001059205240455241841122,0.5483915356365700002377390081777126948346,35093079.42216183272962026029434396818384,82522011.82323007445787487809307223287158,0.2709736606115939020298442016910633911126,43828131.58455681560400037754695403685733,115171371.258477794468466930497624651283,0.2959801965500598781773937001983001425658,66813352.39996738243627702197923798232772
1976,33616738.24745766047582846636413342673644,0.5848558949115111253786122726711543263787,38535457.16217683334622548675803594024852,93110583.408245689625828386440274272298,0.2037600678075122956533186162090101224065,37185548.82616789521533525549526763079623,126727321.655703350101656852804407699034,0.2296690087157258484599514221040349616518,57046463.15005407851941098190011495581125
1977,15940998.20718511412355358031641117852854,0.2331734181326130425456333567969476822385,7285353.39921381060506159977479302731252,202121623.095939259387843067262298941122,0.1947216380754183195408125210513946024924,77140608.93781904991079920117546323707897,218062621.303124373511396647578710119651,0.1896664162968988835650236466029271351844,81063945.58530794074309172713821343179837
1978,27830560.258748826252810107792008438084,0.6532282086064768541124504769330445088607,35632225.76378072134911337212438836206948,225292367.153662789876676850739687660398,0.2046261927419790547223293457260856089808,90357409.91518494179632677397610493957399,253122927.412411616129486958531696098483,0.1947964941213962790091643943923199495446,96642619.32969761459627613312381001085011
1979,22370836.51170085153416190099664992725851,0.4110776098614482290624545191532086615885,18024454.00750915997245219840977772070283,101288582.383181627199129654600689852095,0.2372842079160953430266744238915103319056,47106994.8418053454930460536899350096593,123659418.894882478733291555597339779353,0.207718291206561041109689174866815254506,50345193.44150497825900775104316660191896
1980,45573535.39392850729094252559415428318837,0.4468482801294529207280121425154334850928,39914333.583983578253518395256597125041,113504599.433785405906559596861657784916,0.3012333192233816702469074333029322425676,67015079.77973670929215182512484552333526,159078134.827713913197502122455812068104,0.3044278070412306189493765829070886808768,94918503.15826791238159138835700100584441
1981,18832247.40272038187930172105712822169592,0.2445174078316934916979981961646147429499,9025432.144374327039248803011904898216,122165602.058584277471227724609853913041,0.2062083066523887477180868316464089715172,49375461.38607367188333145023467126806699,140997849.461304659350529445666982134736,0.1960749354840931322557184538272429457137,54186442.70358152590141506373895758716413
1982,85231093.63114883753324568837883173884514,0.4139383369171314028172404398109707762632,69149617.61655987768316116459351082349265,127135971.936572571925713212764555196684,0.2480803223535731958605514266256185842157,61818268.48548912788725485756444327464964,212367065.567721409458958901143386935529,0.2684397484098547491965132167285229670172,111735212.837014994471042332256934199007
1983,29277423.6557987427679970831222861773833,0.2470104333998282873575111481175270495528,14174385.04785649583821306976202282809589,16683435.84791953123511116143217989849331,0.1782178616617673364256950318847250580269,5827641.07349548639828769416661898301259,45960859.50371827400310824455446607587651,0.2032806162935771466817138069626822782833,18312185.61678479152302076449664573601664
1984,117031150.822890750885246351766317501695,0.7993903410957328067856250254008826675869,183365000.287268105470839337939840300082,35564066.97320653792217857996826966517427,0.3763885408258797637289585138817700818493,26236378.25680297946586995919701480517556,152595217.796097288807424931734587166869,0.6849207489430804074823725681961257946681,204850636.481749436351126333543097440477
